mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
1	1	2	2	2.0	1/2	1/2	4/4	2	1	1/2		1/2	1		0	48	C3	3	1
1	1	2	2	2.0	1/2	1/2	4/4	1	1	1/2		1/2	1		0	60	C4	4	0
2	2	4	4	2.0	0	0	4/4	2	1	1/2		1/2	1		5	47	B2	2	4
2	2	4	4	2.0	0	0	4/4	1	1	1/2		1/2	1		1	67	G4	4	2
2	2	6	6	1.0	1/2	1/2	4/4	2	1	1/4		1/4	1		0	48	C3	3	5
2	2	6	6	2.0	1/2	1/2	4/4	1	1	1/2		1/2	1		1	67	G4	4	3
2	2	7	7	1.0	3/4	3/4	4/4	2	1	1/4		1/4	1		5	47	B2	2	6
3	3	8	8	2.0	0	0	4/4	2	1	1/2		1/2	1		3	45	A2	2	9
3	3	8	8	2.0	0	0	4/4	1	1	1/2		1/2	1		3	69	A4	4	7
3	3	10	10	2.0	1/2	1/2	4/4	2	1	1/2		1/2	1		8	44	G#2	2	10
3	3	10	10	2.0	1/2	1/2	4/4	1	1	1/2		1/2	1		5	71	B4	4	8
4	4	12	12	3.0	0	0	4/4	2	1	3/4		1/2	3/2		3	45	A2	2	12
4	4	12	12	4.0	0	0	4/4	1	1	1		1	1		0	72	C5	5	11
4	4	15	15	1.0	3/4	3/4	4/4	2	1	1/4		1/4	1		-1	41	F2	2	13
5	5	16	16	4.0	0	0	4/4	2	1	1		1	1		0	48	C3	3	15
5	5	16	16	4.0	0	0	4/4	1	1	1		1	1		0	72	C5	5	14
6	6	22	22	2.0	1/2	1/2	4/4	2	1	1/2		1/2	1		0	48	C3	3	17
6	6	22	22	2.0	1/2	1/2	4/4	1	1	1/2		1/2	1		4	76	E5	5	16
7	7	24	24	2.0	0	0	4/4	2	1	1/2		1/2	1		5	47	B2	2	20
7	7	24	24	2.0	0	0	4/4	1	1	1/2		1/2	1		2	74	D5	5	18
7	7	26	26	2.0	1/2	1/2	4/4	2	1	1/2		1/2	1		3	45	A2	2	21
7	7	26	26	2.0	1/2	1/2	4/4	1	1	1/2		1/2	1		0	72	C5	5	19
8	8	28	28	4.0	0	0	4/4	2	1	1		1	1		2	50	D3	3	24
8	8	28	28	2.0	0	0	4/4	1	1	1/2		1/2	1		3	69	A4	4	22
8	8	30	30	2.0	1/2	1/2	4/4	1	1	1/2		1/2	1		5	71	B4	4	23
9	9	32	32	4.0	0	0	4/4	2	1	1		1	1		0	48	C3	3	26
9	9	32	32	4.0	0	0	4/4	1	1	1		1	1		0	72	C5	5	25
10	10	38	38	2.0	1/2	1/2	4/4	2	1	1/2		1/2	1		-1	53	F3	3	28
10	10	38	38	2.0	1/2	1/2	4/4	1	1	1/2		1/2	1		0	72	C5	5	27
11	11	40	40	0.0	0	0	4/4	1	1	0	grace4	1/4	1		2	74	D5	5	29
11	11	40	40	2.0	0	0	4/4	2	1	1/2		1/2	1		4	52	E3	3	32
11	11	40	40	2.0	0	0	4/4	1	1	1/2		1/2	1		4	76	E5	5	30
11	11	42	42	2.0	1/2	1/2	4/4	2	1	1/2		1/2	1		3	57	A3	3	33
11	11	42	42	2.0	1/2	1/2	4/4	1	1	1/2		1/2	1		4	76	E5	5	31
12	12	44	44	2.0	0	0	4/4	2	1	1/2		1/2	1		2	50	D3	3	36
12	12	44	44	2.0	0	0	4/4	1	1	1/2		1/2	1		2	74	D5	5	34
12	12	46	46	2.0	1/2	1/2	4/4	2	1	1/2		1/2	1		9	51	D#3	3	37
12	12	46	46	2.0	1/2	1/2	4/4	1	1	1/2		1/2	1		0	72	C5	5	35
13	13	48	48	2.0	0	0	4/4	2	1	1/2		1/2	1		4	52	E3	3	40
13	13	48	48	2.0	0	0	4/4	1	1	1/2		1/2	1		5	71	B4	4	38
13	13	50	50	2.0	1/2	1/2	4/4	2	1	1/2		1/2	1		5	47	B2	2	41
13	13	50	50	2.0	1/2	1/2	4/4	1	1	1/2		1/2	1		3	69	A4	4	39
14	14	52	52	4.0	0	0	4/4	2	1	1		1	1		4	52	E3	3	43
14	14	52	52	4.0	0	0	4/4	1	1	1		1	1		1	67	G4	4	42
15	15	58	58	2.0	1/2	1/2	4/4	2	1	1/2		1/2	1		4	52	E3	3	45
15	15	58	58	2.0	1/2	1/2	4/4	1	1	1/2		1/2	1		5	71	B4	4	44
16	16	60	60	2.0	0	0	4/4	2	1	1/2		1/2	1		3	45	A2	2	48
16	16	60	60	2.0	0	0	4/4	1	1	1/2		1/2	1		0	72	C5	5	46
16	16	62	62	2.0	1/2	1/2	4/4	2	1	1/2		1/2	1		5	47	B2	2	49
16	16	62	62	2.0	1/2	1/2	4/4	1	1	1/2		1/2	1		5	71	B4	4	47
17	17	64	64	2.0	0	0	4/4	2	1	1/2		1/2	1		0	48	C3	3	52
17	17	64	64	2.0	0	0	4/4	1	1	1/2		1/2	1		3	69	A4	4	50
17	17	66	66	2.0	1/2	1/2	4/4	2	1	1/2		1/2	1		9	39	D#2	2	53
17	17	66	66	2.0	1/2	1/2	4/4	1	1	1/2		1/2	1		3	69	A4	4	51
18	18	68	68	4.0	0	0	4/4	2	1	1		1	1		4	40	E2	2	55
18	18	68	68	4.0	0	0	4/4	1	1	1		1	1		1	67	G4	4	54
19	19	74	74	2.0	1/2	1/2	4/4	2	1	1/2		1/2	1		1	43	G2	2	57
19	19	74	74	2.0	1/2	1/2	4/4	1	1	1/2		1/2	1		1	67	G4	4	56
20	20	76	76	0.0	0	0	4/4	1	1	0	grace4	1/4	1		-1	65	F4	4	58
20	20	76	76	2.0	0	0	4/4	2	1	1/2		1/2	1		0	48	C3	3	62
20	20	76	76	2.0	0	0	4/4	1	1	1/2		1/2	1		4	64	E4	4	59
20	20	78	78	0.0	1/2	1/2	4/4	1	1	0	grace4	1/4	1		-1	65	F4	4	60
20	20	78	78	2.0	1/2	1/2	4/4	2	1	1/2		1/2	1		4	52	E3	3	63
20	20	78	78	2.0	1/2	1/2	4/4	1	1	1/2		1/2	1		1	67	G4	4	61
21	21	80	80	2.0	0	0	4/4	2	1	1/2		1/2	1		-1	53	F3	3	66
21	21	80	80	2.0	0	0	4/4	1	1	1/2		1/2	1		3	69	A4	4	64
21	21	82	82	2.0	1/2	1/2	4/4	2	1	1/2		1/2	1		4	52	E3	3	67
