mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	thoroughbass_level_3	slur
1	1	0	0	1.0	0	3/4	Chord	4/4	1	1	1/4	1/4	1	0					
1	1	0	0	0.0	0	3/4	FiguredBass	4/4	2	1	0				1/4	6			
1	1	0	0	1.0	0	3/4	Chord	4/4	2	1	1/4	1/4	1	1					
2	2	1	1	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	2					
2	2	2	2	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	3					
2	2	3	3	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	4					
2	2	4	4	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	5					
2	2	9/2	9/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	6					
2	2	1	1	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	7					
2	2	2	2	0.0	1/4	1/4	FiguredBass	4/4	2	1	0				1/8	8			
2	2	2	2	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	8					
2	2	5/2	5/2	0.0	3/8	3/8	FiguredBass	4/4	2	1	0				1/8	7			
2	2	3	3	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	9					
2	2	4	4	0.0	3/4	3/4	FiguredBass	4/4	2	1	0				1/8	8	6		
2	2	4	4	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	10					
2	2	9/2	9/2	0.0	7/8	7/8	FiguredBass	4/4	2	1	0				1/8	7	5		
3	3	5	5	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	11					
3	3	6	6	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	12					
3	3	7	7	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	13					
3	3	5	5	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	14					
3	3	6	6	0.0	1/4	1/4	FiguredBass	4/4	2	1	0				1/4	6			
3	3	6	6	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	15					
3	3	7	7	0.0	1/2	1/2	FiguredBass	4/4	2	1	0				1/4	6	5		
3	3	7	7	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	16					
3	3	8	8	0.0	3/4	3/4	FiguredBass	4/4	2	1	0				1/8	8			
3	3	8	8	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	17					
3	3	17/2	17/2	0.0	7/8	7/8	FiguredBass	4/4	2	1	0				1/8	7			
4	4	9	9	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	18					
4	4	10	10	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	19					
4	4	11	11	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	20					
4	4	12	12	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	21					
4	4	9	9	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	22					
4	4	10	10	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	23					
4	4	11	11	0.0	1/2	1/2	FiguredBass	4/4	2	1	0				1/4	6			
4	4	11	11	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	24					
4	4	12	12	0.0	3/4	3/4	FiguredBass	4/4	2	1	0				1/4	6			
4	4	12	12	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	25					
5	5	13	13	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	26					
5	5	14	14	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	27					
5	5	15	15	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	28					
5	5	16	16	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	29					
5	5	13	13	0.0	0	0	FiguredBass	4/4	2	1	0				1/4	6	4		
5	5	13	13	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	30					
5	5	14	14	0.0	1/4	1/4	FiguredBass	4/4	2	1	0				1/4	5	#		
5	5	14	14	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	31					
5	5	15	15	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	32					
5	5	16	16	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	33					
5	5	33/2	33/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	34					
6	6	17	17	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	35					
6	6	18	18	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	36					
6	6	19	19	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	37					
6	6	20	20	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	38					
6	6	17	17	0.0	0	0	FiguredBass	4/4	2	1	0				1/4	6			
6	6	17	17	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	39					
6	6	18	18	0.0	1/4	1/4	FiguredBass	4/4	2	1	0				1/4	6			
6	6	18	18	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	40					
6	6	19	19	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	41					
6	6	20	20	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	42					
6	6	41/2	41/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	43					
7	7	21	21	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	44					
7	7	22	22	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	45					
7	7	23	23	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	46					
7	7	21	21	0.0	0	0	FiguredBass	4/4	2	1	0				1/4	6			
7	7	21	21	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	47					
7	7	22	22	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	48					
7	7	23	23	0.0	1/2	1/2	FiguredBass	4/4	2	1	0				1/4	5	3		
7	7	23	23	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	49					0
7	7	24	24	0.0	3/4	3/4	FiguredBass	4/4	2	1	0				1/4	6	5		
7	7	24	24	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	50					
8	8	25	25	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	51					
8	8	26	26	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	52					1
8	8	53/2	53/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	53					
8	8	27	27	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	54					
8	8	28	28	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	55					2
8	8	57/2	57/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	56					
8	8	25	25	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	57					
8	8	26	26	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	58					
8	8	27	27	0.0	1/2	1/2	FiguredBass	4/4	2	1	0				1/8	6			
8	8	27	27	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	59					
8	8	28	28	0.0	3/4	3/4	FiguredBass	4/4	2	1	0				1/8	5			
8	8	28	28	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	60					
8	8	57/2	57/2	0.0	7/8	7/8	FiguredBass	4/4	2	1	0				1/8	6			
9	9	29	29	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	61					
9	9	30	30	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	62					
9	9	31	31	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	63					
9	9	29	29	0.0	0	0	FiguredBass	4/4	2	1	0				1/4	6	4		
9	9	29	29	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	64					
9	9	30	30	0.0	1/4	1/4	FiguredBass	4/4	2	1	0				1/8	8	5	3	
9	9	30	30	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	65					
9	9	61/2	61/2	0.0	3/8	3/8	FiguredBass	4/4	2	1	0				1/8	7			
9	9	31	31	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	66					
