mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	slur
7	7	24	24	0.0	0	0	Chord	4/4	1	1	0	grace4	1/4	1	22					
7	7	24	24	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	23					
7	7	26	26	0.0	1/2	1/2	FiguredBass	4/4	1	1	0						1/2	6		
7	7	26	26	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	24					
7	7	24	24	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	25					
7	7	26	26	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	26					
8	8	28	28	0.0	0	0	FiguredBass	4/4	1	1	0						1/2	3	6	
8	8	28	28	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	27					
8	8	30	30	0.0	1/2	1/2	FiguredBass	4/4	1	1	0						1/2	6__		
8	8	30	30	0.0	1/2	1/2	Chord	4/4	1	1	0	grace4	1/4	1	28					
8	8	30	30	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	29					
8	8	28	28	0.0	0	0	FiguredBass	4/4	2	1	0						3/4	_		
8	8	28	28	3.0	0	0	Chord	4/4	2	1	3/4		1/2	3/2	30					
8	8	31	31	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	31					
9	9	32	32	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	32					3
9	9	33	33	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	33					
9	9	34	34	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	34					
9	9	32	32	4.0	0	0	Chord	4/4	2	1	1		1	1	35	548				
10	10	36	36	0.0	0	0	FiguredBass	4/4	1	1	0						1	8	3	
10	10	36	36	4.0	0	0	Chord	4/4	1	1	1		1	1	36					
10	10	36	36	4.0	0	0	Chord	4/4	2	1	1		1	1	37					
11	11	42	42	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	38					
11	11	42	42	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	39					
12	12	44	44	0.0	0	0	FiguredBass	4/4	1	1	0						1/2	6	5	
12	12	44	44	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	40					
12	12	46	46	0.0	1/2	1/2	FiguredBass	4/4	1	1	0						1/2	6	5	
12	12	46	46	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	41					
12	12	44	44	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	42					
12	12	46	46	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	43					
13	13	48	48	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	44					
13	13	50	50	0.0	1/2	1/2	FiguredBass	4/4	1	1	0						1/2	4	2	
13	13	50	50	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	45					
13	13	48	48	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	46					
13	13	50	50	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	47					
14	14	52	52	0.0	0	0	FiguredBass	4/4	1	1	0						1/4	6		
14	14	52	52	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	48					4
14	14	53	53	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	49					
14	14	54	54	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	50					
14	14	52	52	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	51					
14	14	54	54	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	52					
15	15	56	56	0.0	0	0	FiguredBass	4/4	1	1	0						1	4		
15	15	56	56	4.0	0	0	Chord	4/4	1	1	1		1	1	53					
15	15	56	56	0.0	0	0	FiguredBass	4/4	2	1	0						1	3		
15	15	56	56	4.0	0	0	Chord	4/4	2	1	1		1	1	54					
15	15	60	60	0.0	1	1	FiguredBass	4/4	2	1	0						1	3		
16	16	62	62	0.0	1/2	1/2	FiguredBass	4/4	1	1	0						1/2	4	h	
16	16	62	62	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	55					
16	16	62	62	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	56					
17	17	64	64	0.0	0	0	FiguredBass	4/4	1	1	0						1/2	6		
17	17	64	64	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	57					
17	17	66	66	0.0	1/2	1/2	FiguredBass	4/4	1	1	0						1/2	4	3	
17	17	66	66	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	58					
17	17	64	64	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	59					
17	17	66	66	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	60					
18	18	68	68	0.0	0	0	FiguredBass	4/4	1	1	0						1/2	4		
18	18	68	68	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	61					
18	18	70	70	0.0	1/2	1/2	FiguredBass	4/4	1	1	0						1/2	3		
18	18	70	70	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	62					
18	18	72	72	0.0	1	1	FiguredBass	4/4	1	1	0						1/2	3		
18	18	74	74	0.0	3/2	3/2	FiguredBass	4/4	1	1	0						1/2	6		
18	18	68	68	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	63					
18	18	70	70	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	64					
19	19	72	72	0.0	0	0	FiguredBass	4/4	1	1	0						1/2	5		
19	19	72	72	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	65					
19	19	74	74	0.0	1/2	1/2	FiguredBass	4/4	1	1	0						1/2	6h		
19	19	74	74	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	66					
19	19	76	76	0.0	1	1	FiguredBass	4/4	1	1	0						1/2	6h		
19	19	78	78	0.0	3/2	3/2	FiguredBass	4/4	1	1	0						1/2	8		
19	19	72	72	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	67					
19	19	74	74	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	68					
20	20	76	76	4.0	0	0	Chord	4/4	1	1	1		1	1	69					
20	20	76	76	4.0	0	0	Chord	4/4	2	1	1		1	1	70					
21	21	82	82	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	71					
21	21	82	82	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	72					
22	22	84	84	0.0	0	0	FiguredBass	4/4	1	1	0						1/2	8		
22	22	84	84	0.0	0	0	Chord	4/4	1	1	0	grace4	1/4	1	73					
22	22	84	84	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	74					
22	22	86	86	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	75					
22	22	84	84	0.0	0	0	FiguredBass	4/4	2	1	0						1/4	h7		
22	22	84	84	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	76					
22	22	85	85	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	77					
22	22	86	86	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	78					5
22	22	87	87	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	79					
23	23	88	88	0.0	0	0	FiguredBass	4/4	1	1	0						1/2	6		
23	23	88	88	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	80					
23	23	90	90	0.0	1/2	1/2	FiguredBass	4/4	1	1	0							5		
23	23	90	90	0.0	1/2	1/2	FiguredBass	4/4	1	1	0							5		
23	23	90	90	0.0	1/2	1/2	FiguredBass	4/4	1	1	0						1/2	6		
23	23	90	90	0.0	1/2	1/2	Chord	4/4	1	1	0	grace4	1/4	1	81					
23	23	90	90	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	82					
23	23	88	88	0.0	0	0	FiguredBass	4/4	2	1	0						1/2	5		
23	23	88	88	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	83					
23	23	90	90	0.0	1/2	1/2	FiguredBass	4/4	2	1	0						1/2	5		
23	23	90	90	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	84					
24	24	92	92	0.0	0	0	FiguredBass	4/4	1	1	0						1/4	4	2	
24	24	92	92	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	85					6
24	24	93	93	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	86					
24	24	94	94	0.0	1/2	1/2	FiguredBass	4/4	1	1	0						1/2	6		
24	24	94	94	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	87					
24	24	92	92	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	88					
24	24	94	94	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	89					
25	25	96	96	0.0	0	0	FiguredBass	4/4	1	1	0						1	3	5	
25	25	96	96	4.0	0	0	Chord	4/4	1	1	1		1	1	90					
25	25	96	96	0.0	0	0	FiguredBass	4/4	2	1	0						1/2	4	h	
25	25	96	96	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	91					
25	25	98	98	0.0	1/2	1/2	FiguredBass	4/4	2	1	0						1/2	5	3	
25	25	98	98	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	92					
25	25	99	99	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	93					
26	26	100	100	0.0	0	0	FiguredBass	4/4	1	1	0						1/2	6	4	
26	26	100	100	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	94					
26	26	100	100	0.0	0	0	FiguredBass	4/4	2	1	0						1/2	5	3	
26	26	100	100	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	95					
