mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	slur
7	7	26	26	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	20				
8	8	28	28	0.0	0	0	FiguredBass	4/4	1	1	0					1/2	#		
8	8	28	28	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	21				
8	8	30	30	0.0	1/2	1/2	FiguredBass	4/4	1	1	0					1/2	6		
8	8	30	30	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	22				
8	8	28	28	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	23				
8	8	30	30	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	24				
9	9	32	32	0.0	0	0	FiguredBass	4/4	1	1	0					1	5__	4	
9	9	32	32	4.0	0	0	Chord	4/4	1	1	1		1	1	25				
9	9	32	32	0.0	0	0	FiguredBass	4/4	2	1	0					1		#__	
9	9	32	32	4.0	0	0	Chord	4/4	2	1	1		1	1	26				
9	9	36	36	0.0	1	1	FiguredBass	4/4	2	1	0					1		#__	
9	9	40	40	0.0	2	2	FiguredBass	4/4	2	1	0					1	_	_	
10	10	38	38	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	27				
10	10	38	38	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	28				
11	11	40	40	0.0	0	0	FiguredBass	4/4	1	1	0					1/2	6		
11	11	40	40	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	29				
11	11	42	42	0.0	1/2	1/2	FiguredBass	4/4	1	1	0					1/2	3	5	
11	11	42	42	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	30				
11	11	40	40	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	31				
11	11	42	42	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	32				
12	12	44	44	0.0	0	0	FiguredBass	4/4	1	1	0					1/2	4	2	
12	12	44	44	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	33				
12	12	46	46	0.0	1/2	1/2	FiguredBass	4/4	1	1	0					1/2	6		
12	12	46	46	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	34				
12	12	44	44	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	35				
12	12	46	46	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	36				
13	13	48	48	0.0	0	0	FiguredBass	4/4	1	1	0					1	9		
13	13	48	48	0.0	0	0	Chord	4/4	1	1	0	grace4	1/4	1	37				
13	13	48	48	4.0	0	0	Chord	4/4	1	1	1		1	1	38				
13	13	48	48	0.0	0	0	FiguredBass	4/4	2	1	0					1/4	6		
13	13	48	48	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	39				1
13	13	49	49	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	40				
13	13	50	50	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	41				2
13	13	51	51	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	42				
14	14	52	52	0.0	0	0	FiguredBass	4/4	1	1	0					1	5__	4	
14	14	52	52	4.0	0	0	Chord	4/4	1	1	1		1	1	43				
14	14	52	52	0.0	0	0	FiguredBass	4/4	2	1	0					1		3__	
14	14	52	52	4.0	0	0	Chord	4/4	2	1	1		1	1	44				
14	14	56	56	0.0	1	1	FiguredBass	4/4	2	1	0					1		3__	
14	14	60	60	0.0	2	2	FiguredBass	4/4	2	1	0					1	_	_	
15	15	58	58	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	45				
15	15	58	58	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	46				
16	16	60	60	0.0	0	0	FiguredBass	4/4	1	1	0					1/2	6		
16	16	60	60	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	47				
16	16	62	62	0.0	1/2	1/2	FiguredBass	4/4	1	1	0					1/2	4	2	
16	16	62	62	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	48				
16	16	64	64	0.0	1	1	FiguredBass	4/4	1	1	0					1/2	6		
16	16	60	60	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	49				
16	16	62	62	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	50				
17	17	64	64	0.0	0	0	FiguredBass	4/4	1	1	0					1/2	6		
17	17	64	64	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	51				
17	17	66	66	0.0	1/2	1/2	FiguredBass	4/4	1	1	0					1/2	#__		
17	17	66	66	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	52				
17	17	64	64	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	53				
17	17	66	66	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	54				3
17	17	67	67	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	55				
18	18	68	68	0.0	0	0	FiguredBass	4/4	1	1	0					1	_		
18	18	68	68	4.0	0	0	Chord	4/4	1	1	1		1	1	56				
18	18	72	72	0.0	1	1	FiguredBass	4/4	1	1	0					1	6		
18	18	68	68	0.0	0	0	FiguredBass	4/4	2	1	0					1/4	5	3	
18	18	68	68	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	57				
18	18	69	69	0.0	1/4	1/4	FiguredBass	4/4	2	1	0					1/4	5	3	
18	18	69	69	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	58				
18	18	70	70	0.0	1/2	1/2	FiguredBass	4/4	2	1	0					1/4	5	3	
18	18	70	70	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	59				
18	18	71	71	0.0	3/4	3/4	FiguredBass	4/4	2	1	0					1/4	6	4	
