mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	thoroughbass_level_3	slur
6	6	22	22	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	18					
7	7	24	24	0.0	0	0	FiguredBass	4/4	1	1	0					1/2	6	4h		
7	7	24	24	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	19					
7	7	26	26	0.0	1/2	1/2	FiguredBass	4/4	1	1	0					1/2	6			
7	7	26	26	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	20					
7	7	24	24	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	21					
7	7	26	26	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	22					
8	8	28	28	0.0	0	0	FiguredBass	4/4	1	1	0					1/2	5			
8	8	28	28	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	23					
8	8	30	30	0.0	1/2	1/2	FiguredBass	4/4	1	1	0					1/2	6h			
8	8	30	30	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	24					
8	8	32	32	0.0	1	1	FiguredBass	4/4	1	1	0					1/2	6h			
8	8	34	34	0.0	3/2	3/2	FiguredBass	4/4	1	1	0					1/2	5	3		
8	8	28	28	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	25					
8	8	30	30	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	26					
9	9	32	32	0.0	0	0	FiguredBass	4/4	1	1	0					1/2	6	5		
9	9	32	32	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	27					
9	9	34	34	0.0	1/2	1/2	FiguredBass	4/4	1	1	0					1/2	h3	8		
9	9	34	34	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	28					
9	9	32	32	0.0	0	0	FiguredBass	4/4	2	1	0					1/2	7			
9	9	32	32	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	29					
9	9	34	34	0.0	1/2	1/2	FiguredBass	4/4	2	1	0					1/2	7			
9	9	34	34	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	30					
10	10	36	36	0.0	0	0	FiguredBass	4/4	1	1	0					1	8	3		
10	10	36	36	4.0	0	0	Chord	4/4	1	1	1		1	1	31					
10	10	36	36	4.0	0	0	Chord	4/4	2	1	1		1	1	32					
11	11	42	42	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	33					
11	11	42	42	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	34					
12	12	44	44	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	35					
12	12	46	46	0.0	1/2	1/2	FiguredBass	4/4	1	1	0					1/2	6			
12	12	46	46	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	36					
12	12	44	44	0.0	0	0	FiguredBass	4/4	2	1	0					1/2	5b			
12	12	44	44	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	37					
12	12	46	46	0.0	1/2	1/2	FiguredBass	4/4	2	1	0					1/2	5b			
12	12	46	46	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	38					
13	13	48	48	0.0	0	0	FiguredBass	4/4	1	1	0					1/2	3	5		
13	13	48	48	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	39					
13	13	50	50	0.0	1/2	1/2	FiguredBass	4/4	1	1	0					1/2	4h	6		
13	13	50	50	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	40					
13	13	52	52	0.0	1	1	FiguredBass	4/4	1	1	0					1/2	4h	6		
13	13	48	48	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	41					
13	13	50	50	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	42					
14	14	52	52	0.0	0	0	FiguredBass	4/4	1	1	0					1	5__	4	8__	
14	14	52	52	4.0	0	0	Chord	4/4	1	1	1		1	1	43					
14	14	52	52	0.0	0	0	FiguredBass	4/4	2	1	0					1/2		3__		
14	14	52	52	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	44					
14	14	54	54	0.0	1/2	1/2	FiguredBass	4/4	2	1	0					1/2	_	_	_	
14	14	54	54	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	45					
14	14	56	56	0.0	1	1	FiguredBass	4/4	2	1	0					1/2	7			
14	14	58	58	0.0	3/2	3/2	FiguredBass	4/4	2	1	0					1/2		3__		
15	15	56	56	0.0	0	0	FiguredBass	4/4	1	1	0					1	8	3		
15	15	56	56	4.0	0	0	Chord	4/4	1	1	1		1	1	46					
15	15	56	56	4.0	0	0	Chord	4/4	2	1	1		1	1	47					
16	16	60	60	0.0	0	0	FiguredBass	4/4	1	1	0					1	8			
16	16	60	60	4.0	0	0	Chord	4/4	1	1	1		1	1	48					
16	16	60	60	0.0	0	0	FiguredBass	4/4	2	1	0					1	7			
16	16	60	60	4.0	0	0	Chord	4/4	2	1	1		1	1	49					
16	16	64	64	0.0	1	1	FiguredBass	4/4	2	1	0					1	7			
17	17	64	64	0.0	0	0	FiguredBass	4/4	1	1	0					1	5	3		
17	17	64	64	0.0	0	0	Chord	4/4	1	1	0	grace4	1/4	1	50					
17	17	64	64	4.0	0	0	Chord	4/4	1	1	1		1	1	51					
17	17	64	64	4.0	0	0	Chord	4/4	2	1	1		1	1	52					
18	18	68	68	0.0	0	0	FiguredBass	4/4	1	1	0					1	6			
18	18	68	68	4.0	0	0	Chord	4/4	1	1	1		1	1	53					
18	18	68	68	0.0	0	0	FiguredBass	4/4	2	1	0					1	5			
18	18	68	68	4.0	0	0	Chord	4/4	2	1	1		1	1	54					
18	18	72	72	0.0	1	1	FiguredBass	4/4	2	1	0					1	5			
19	19	72	72	0.0	0	0	FiguredBass	4/4	1	1	0					1	9			
19	19	72	72	0.0	0	0	Chord	4/4	1	1	0	grace4	1/4	1	55					
19	19	72	72	4.0	0	0	Chord	4/4	1	1	1		1	1	56					
19	19	72	72	0.0	0	0	FiguredBass	4/4	2	1	0					1	8			
19	19	72	72	4.0	0	0	Chord	4/4	2	1	1		1	1	57					
19	19	76	76	0.0	1	1	FiguredBass	4/4	2	1	0					1	8			
20	20	76	76	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	58					
20	20	78	78	0.0	1/2	1/2	FiguredBass	4/4	1	1	0					1/2	6			
20	20	78	78	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	59					
20	20	76	76	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	60					
20	20	78	78	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	61					
21	21	80	80	0.0	0	0	FiguredBass	4/4	1	1	0					1/2	6	5		
21	21	80	80	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	62					
21	21	82	82	0.0	1/2	1/2	FiguredBass	4/4	1	1	0					1/2	8			
21	21	82	82	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	63					
21	21	80	80	0.0	0	0	FiguredBass	4/4	2	1	0					1/2	b7			
21	21	80	80	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	64					
21	21	82	82	0.0	1/2	1/2	FiguredBass	4/4	2	1	0					1/2	b7			
21	21	82	82	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	65					
22	22	84	84	0.0	0	0	FiguredBass	4/4	1	1	0					1/2	6			
22	22	84	84	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	66					
22	22	86	86	0.0	1/2	1/2	FiguredBass	4/4	1	1	0					1/2	5			
22	22	86	86	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	67					
22	22	88	88	0.0	1	1	FiguredBass	4/4	1	1	0					1/2	5			
22	22	90	90	0.0	3/2	3/2	FiguredBass	4/4	1	1	0					1/2	h			
22	22	84	84	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	68					
22	22	86	86	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	69					0
22	22	87	87	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	70					
23	23	88	88	0.0	0	0	FiguredBass	4/4	1	1	0					1/2	6	5		
23	23	88	88	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	71					
23	23	90	90	0.0	1/2	1/2	FiguredBass	4/4	1	1	0					1/2	h			
23	23	90	90	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	72					
23	23	88	88	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	73					
23	23	90	90	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	74					1
23	23	91	91	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	75					
24	24	92	92	0.0	0	0	FiguredBass	4/4	1	1	0					1/2	#			
24	24	92	92	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	76					
24	24	94	94	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	77					
24	24	92	92	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	78					
24	24	94	94	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	79					
25	25	96	96	0.0	0	0	FiguredBass	4/4	1	1	0					1	6	5		
25	25	96	96	4.0	0	0	Chord	4/4	1	1	1		1	1	80					
25	25	96	96	0.0	0	0	FiguredBass	4/4	2	1	0					1/2	7			
25	25	96	96	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	81					
25	25	98	98	0.0	1/2	1/2	FiguredBass	4/4	2	1	0					1/2	7			
25	25	98	98	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	82					
25	25	100	100	0.0	1	1	FiguredBass	4/4	2	1	0					1/2	8			
26	26	100	100	0.0	0	0	FiguredBass	4/4	1	1	0					1	8	3		
26	26	100	100	4.0	0	0	Chord	4/4	1	1	1		1	1	83					
26	26	100	100	4.0	0	0	Chord	4/4	2	1	1		1	1	84					
27	27	104	104	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	85					
27	27	106	106	0.0	1/2	1/2	FiguredBass	4/4	1	1	0					1/2	4			
27	27	106	106	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	86					
27	27	104	104	0.0	0	0	FiguredBass	4/4	2	1	0					1/2	3			
27	27	104	104	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	87					
27	27	106	106	0.0	1/2	1/2	FiguredBass	4/4	2	1	0					1/2	3			
27	27	106	106	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	88					
28	28	108	108	0.0	0	0	FiguredBass	4/4	1	1	0					1/2	9			
28	28	108	108	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	89					
28	28	110	110	0.0	1/2	1/2	FiguredBass	4/4	1	1	0					1/2	8			
28	28	110	110	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	90					
28	28	112	112	0.0	1	1	FiguredBass	4/4	1	1	0					1/2	8			
28	28	114	114	0.0	3/2	3/2	FiguredBass	4/4	1	1	0					1/2	4			
28	28	108	108	0.0	0	0	FiguredBass	4/4	2	1	0					1/2	3			
28	28	108	108	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	91					
28	28	110	110	0.0	1/2	1/2	FiguredBass	4/4	2	1	0					1/2	3			
28	28	110	110	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	92					
29	29	112	112	0.0	0	0	FiguredBass	4/4	1	1	0					1/2	9	6__		
29	29	112	112	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	93					
29	29	114	114	0.0	1/2	1/2	FiguredBass	4/4	1	1	0					1/2	8__			
29	29	114	114	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	94					
29	29	116	116	0.0	1	1	FiguredBass	4/4	1	1	0					1/2	8__			
29	29	118	118	0.0	3/2	3/2	FiguredBass	4/4	1	1	0					1/2	_	_		
29	29	120	120	0.0	2	2	FiguredBass	4/4	1	1	0					1/2	6			
29	29	112	112	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	95					
29	29	114	114	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	96					2
29	29	115	115	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	97					
30	30	116	116	0.0	0	0	FiguredBass	4/4	1	1	0					1	5__	4	8__	
30	30	116	116	4.0	0	0	Chord	4/4	1	1	1		1	1	98					
30	30	116	116	0.0	0	0	FiguredBass	4/4	2	1	0					1		3__		
30	30	116	116	4.0	0	0	Chord	4/4	2	1	1		1	1	99					
30	30	120	120	0.0	1	1	FiguredBass	4/4	2	1	0					1		3__		
30	30	124	124	0.0	2	2	FiguredBass	4/4	2	1	0					1	_	_	_	
30	30	128	128	0.0	3	3	FiguredBass	4/4	2	1	0					1	7			
31	31	120	120	0.0	0	0	FiguredBass	4/4	1	1	0					1	8	3		
31	31	120	120	4.0	0	0	Chord	4/4	1	1	1		1	1	100					
31	31	120	120	4.0	0	0	Chord	4/4	2	1	1		1	1	101					
