mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	slur
7	7	26	26	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	20				
8	8	28	28	0.0	0	0	FiguredBass	4/4	1	1	0					1/2	6		
8	8	28	28	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	21				
8	8	30	30	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	22				
8	8	28	28	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	23				0
8	8	29	29	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	24				
8	8	30	30	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	25				
9	9	32	32	4.0	0	0	Chord	4/4	1	1	1		1	1	26				
9	9	32	32	4.0	0	0	Chord	4/4	2	1	1		1	1	27				
10	10	38	38	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	28				
10	10	38	38	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	29				
11	11	40	40	0.0	0	0	FiguredBass	4/4	1	1	0					1/2	6		
11	11	40	40	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	30				
11	11	42	42	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	31				
11	11	40	40	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	32				
11	11	42	42	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	33				
12	12	44	44	0.0	0	0	FiguredBass	4/4	1	1	0					1/2	6		
12	12	44	44	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	34				
12	12	46	46	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	35				
12	12	44	44	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	36				
12	12	46	46	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	37				
13	13	48	48	0.0	0	0	FiguredBass	4/4	1	1	0					1	4		
13	13	48	48	0.0	0	0	Chord	4/4	1	1	0	grace4	1/4	1	38				
13	13	48	48	4.0	0	0	Chord	4/4	1	1	1		1	1	39				
13	13	48	48	0.0	0	0	FiguredBass	4/4	2	1	0					1	#		
13	13	48	48	4.0	0	0	Chord	4/4	2	1	1		1	1	40				
13	13	52	52	0.0	1	1	FiguredBass	4/4	2	1	0					1	#		
14	14	52	52	4.0	0	0	Chord	4/4	1	1	1		1	1	41				
14	14	52	52	4.0	0	0	Chord	4/4	2	1	1		1	1	42				
15	15	58	58	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	43				
15	15	58	58	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	44				
16	16	60	60	0.0	0	0	FiguredBass	4/4	1	1	0					1/2	8		
16	16	60	60	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	45				
16	16	62	62	0.0	1/2	1/2	FiguredBass	4/4	1	1	0					1/2	7		
16	16	62	62	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	46				
16	16	64	64	0.0	1	1	FiguredBass	4/4	1	1	0					1/2	7		
16	16	60	60	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	47				
16	16	62	62	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	48				
17	17	64	64	0.0	0	0	FiguredBass	4/4	1	1	0					1/2	6	5	
17	17	64	64	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	49				
17	17	66	66	0.0	1/2	1/2	FiguredBass	4/4	1	1	0					1/2	8		
17	17	66	66	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	50				
17	17	64	64	0.0	0	0	FiguredBass	4/4	2	1	0					1/2	7		
17	17	64	64	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	51				
17	17	66	66	0.0	1/2	1/2	FiguredBass	4/4	2	1	0					1/2	7		
17	17	66	66	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	52				
18	18	68	68	0.0	0	0	FiguredBass	4/4	1	1	0					1	8	3	
18	18	68	68	4.0	0	0	Chord	4/4	1	1	1		1	1	53				
18	18	68	68	4.0	0	0	Chord	4/4	2	1	1		1	1	54				
