mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	slur
7	7	26	26	0.0	1/2	1/2	FiguredBass	4/4	1	1	0					1/2	6		
7	7	26	26	0.0	1/2	1/2	Chord	4/4	1	1	0	grace4	1/4	1	21				
7	7	26	26	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	22				
7	7	24	24	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	23				
7	7	26	26	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	24				
8	8	28	28	0.0	0	0	Chord	4/4	1	1	0	grace4	1/4	1	25				
8	8	28	28	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	26				
8	8	30	30	0.0	1/2	1/2	FiguredBass	4/4	1	1	0					1/2	6		
8	8	30	30	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	27				
8	8	28	28	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	28				
8	8	30	30	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	29				
9	9	32	32	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	30				0
9	9	34	34	0.0	1/2	1/2	FiguredBass	4/4	1	1	0					1/2	#3	8	
9	9	34	34	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	31				
9	9	32	32	0.0	0	0	FiguredBass	4/4	2	1	0					1/2	7		
9	9	32	32	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	32				
9	9	34	34	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	33				
10	10	36	36	0.0	0	0	FiguredBass	4/4	1	1	0					1	8	3	
10	10	36	36	4.0	0	0	Chord	4/4	1	1	1		1	1	34				
10	10	36	36	4.0	0	0	Chord	4/4	2	1	1		1	1	35				
11	11	42	42	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	36				
11	11	42	42	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	37				
12	12	44	44	0.0	0	0	FiguredBass	4/4	1	1	0					1/2	6		
12	12	44	44	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	38				
12	12	46	46	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	39				
12	12	44	44	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	40				
12	12	46	46	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	41				
13	13	48	48	0.0	0	0	FiguredBass	4/4	1	1	0					1/2	#		
13	13	48	48	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	42				
13	13	50	50	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	43				
13	13	48	48	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	44				
13	13	50	50	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	45				
14	14	52	52	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	46				1
14	14	53	53	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	47				
14	14	54	54	0.0	1/2	1/2	FiguredBass	4/4	1	1	0					1/2	#3	8	
14	14	54	54	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	48				
14	14	52	52	0.0	0	0	FiguredBass	4/4	2	1	0					1/2	7		
14	14	52	52	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	49				
14	14	54	54	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	50				
15	15	56	56	0.0	0	0	FiguredBass	4/4	1	1	0					1	8	3	
15	15	56	56	4.0	0	0	Chord	4/4	1	1	1		1	1	51				
15	15	56	56	4.0	0	0	Chord	4/4	2	1	1		1	1	52				
16	16	62	62	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	53				
16	16	62	62	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	54				
17	17	64	64	0.0	0	0	FiguredBass	4/4	1	1	0					1/2	5		
17	17	64	64	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	55				
17	17	66	66	0.0	1/2	1/2	FiguredBass	4/4	1	1	0					1/2	6		
17	17	66	66	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	56				
17	17	68	68	0.0	1	1	FiguredBass	4/4	1	1	0					1/2	6		
17	17	70	70	0.0	3/2	3/2	FiguredBass	4/4	1	1	0					1/2	6		
17	17	64	64	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	57				
17	17	66	66	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	58				
18	18	68	68	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	59				
18	18	70	70	0.0	1/2	1/2	FiguredBass	4/4	1	1	0					1/4	5		
18	18	70	70	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	60				2
18	18	71	71	0.0	3/4	3/4	FiguredBass	4/4	1	1	0					1/4	6		
18	18	71	71	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	61				
18	18	68	68	0.0	0	0	FiguredBass	4/4	2	1	0					1/2	6		
18	18	68	68	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	62				
18	18	70	70	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	63				
19	19	72	72	0.0	0	0	FiguredBass	4/4	1	1	0					1/2	6		
19	19	72	72	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	64				
19	19	74	74	0.0	1/2	1/2	FiguredBass	4/4	1	1	0					1/2	7		
19	19	74	74	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	65				
19	19	72	72	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	66				
19	19	74	74	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	67				
20	20	76	76	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	68				3
20	20	78	78	0.0	1/2	1/2	FiguredBass	4/4	1	1	0					1/2	6		
20	20	78	78	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	69				
20	20	76	76	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	70				4
20	20	78	78	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	71				
21	21	80	80	0.0	0	0	FiguredBass	4/4	1	1	0					1	4		
21	21	80	80	4.0	0	0	Chord	4/4	1	1	1		1	1	72				
21	21	80	80	0.0	0	0	FiguredBass	4/4	2	1	0					1	3		
21	21	80	80	4.0	0	0	Chord	4/4	2	1	1		1	1	73				
21	21	84	84	0.0	1	1	FiguredBass	4/4	2	1	0					1	3		
22	22	86	86	0.0	1/2	1/2	FiguredBass	4/4	1	1	0					1/2	6	5	
22	22	86	86	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	74				
22	22	86	86	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	75				
23	23	88	88	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	76				
23	23	90	90	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	77				
23	23	88	88	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	78				
23	23	90	90	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	79				
24	24	92	92	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	80				
24	24	94	94	0.0	1/2	1/2	FiguredBass	4/4	1	1	0					1/2	6		
24	24	94	94	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	81				
24	24	92	92	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	82				
24	24	94	94	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	83				
25	25	96	96	0.0	0	0	FiguredBass	4/4	1	1	0					1/2	7		
25	25	96	96	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	84				5
25	25	98	98	0.0	1/2	1/2	FiguredBass	4/4	1	1	0					1/2	7		
25	25	98	98	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	85				
25	25	96	96	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	86				6
25	25	98	98	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	87				
26	26	100	100	0.0	0	0	FiguredBass	4/4	1	1	0					1	4		
26	26	100	100	4.0	0	0	Chord	4/4	1	1	1		1	1	88				
26	26	100	100	0.0	0	0	FiguredBass	4/4	2	1	0					1	3		
26	26	100	100	4.0	0	0	Chord	4/4	2	1	1		1	1	89				
26	26	104	104	0.0	1	1	FiguredBass	4/4	2	1	0					1	3		
