mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	thoroughbass_level_3
9	9	34	34	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	65				
9	9	35	35	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	66				
9	9	32	32	0.0	0	0	FiguredBass	4/4	2	1	0				1/4	#		
9	9	32	32	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	67				
9	9	33	33	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	68				
9	9	34	34	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	69				
9	9	35	35	0.0	3/4	3/4	FiguredBass	4/4	2	1	0				1/4	6		
9	9	35	35	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	70				
10	10	36	36	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	71				
10	10	37	37	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	72				
10	10	38	38	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	73				
10	10	39	39	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	74				
10	10	36	36	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	75				
10	10	73/2	73/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	76				
10	10	37	37	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	77				
10	10	38	38	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	78				
10	10	39	39	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	79				
11	11	40	40	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	80				
11	11	41	41	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	81				
11	11	42	42	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	82				
11	11	43	43	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	83				
11	11	40	40	0.0	0	0	FiguredBass	4/4	2	1	0				1/8	4		
11	11	40	40	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	84				
11	11	81/2	81/2	0.0	1/8	1/8	FiguredBass	4/4	2	1	0				1/8	3		
11	11	41	41	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	85				
11	11	42	42	0.0	1/2	1/2	FiguredBass	4/4	2	1	0				1/4	6		
11	11	42	42	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	86				
11	11	43	43	0.0	3/4	3/4	FiguredBass	4/4	2	1	0				1/8	8		
11	11	43	43	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	87				
11	11	87/2	87/2	0.0	7/8	7/8	FiguredBass	4/4	2	1	0				1/8	b7		
12	12	44	44	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	88				
12	12	45	45	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	89				
12	12	46	46	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	90				
12	12	47	47	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	91				
12	12	44	44	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	92				
12	12	45	45	0.0	1/4	1/4	FiguredBass	4/4	2	1	0				1/4	h		
12	12	45	45	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	93				
12	12	46	46	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	94				
12	12	47	47	0.0	3/4	3/4	FiguredBass	4/4	2	1	0				1/8	8		
12	12	47	47	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	95				
12	12	95/2	95/2	0.0	7/8	7/8	FiguredBass	4/4	2	1	0				1/8	7		
13	13	48	48	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	96				
13	13	49	49	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	97				
13	13	50	50	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	98				
13	13	51	51	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	99				
13	13	103/2	103/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	100				
13	13	48	48	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	101				
13	13	49	49	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	102				
13	13	50	50	0.0	1/2	1/2	FiguredBass	4/4	2	1	0				1/4	7		
13	13	50	50	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	103				
13	13	51	51	0.0	3/4	3/4	FiguredBass	4/4	2	1	0				1/8	8		
13	13	51	51	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	104				
13	13	103/2	103/2	0.0	7/8	7/8	FiguredBass	4/4	2	1	0				1/8	7		
14	14	52	52	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	105				
14	14	54	54	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	106				
14	14	55	55	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	107				
14	14	52	52	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	108				
14	14	54	54	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	109				
14	14	55	55	0.0	3/4	3/4	FiguredBass	4/4	2	1	0				1/8	#		
14	14	55	55	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	110				
14	14	111/2	111/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	111				
15	15	56	56	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	112				
15	15	57	57	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	113				
15	15	58	58	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	114				
15	15	59	59	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	115				
15	15	56	56	0.0	0	0	FiguredBass	4/4	2	1	0				1/4	6		
15	15	56	56	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	116				
15	15	57	57	0.0	1/4	1/4	FiguredBass	4/4	2	1	0				1/4	6		
15	15	57	57	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	117				
15	15	58	58	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	118				
15	15	59	59	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	119				
16	16	60	60	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	120				
16	16	61	61	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	121				
16	16	62	62	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	122				
16	16	60	60	0.0	0	0	FiguredBass	4/4	2	1	0				1/8	8		
16	16	60	60	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	123				
16	16	121/2	121/2	0.0	1/8	1/8	FiguredBass	4/4	2	1	0				1/8	b7		
16	16	61	61	0.0	1/4	1/4	FiguredBass	4/4	2	1	0				1/4	5		
16	16	61	61	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	124				
16	16	62	62	0.0	1/2	1/2	FiguredBass	4/4	2	1	0				1/4	4		
16	16	62	62	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	125				
16	16	63	63	0.0	3/4	3/4	FiguredBass	4/4	2	1	0				1/4	#		
17	17	64	64	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	126				
17	17	65	65	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	127				
17	17	66	66	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	128				
17	17	67	67	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	129				
17	17	64	64	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	130				
17	17	65	65	0.0	1/4	1/4	FiguredBass	4/4	2	1	0				1/8	6		
17	17	65	65	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	131				
17	17	131/2	131/2	0.0	3/8	3/8	FiguredBass	4/4	2	1	0				1/8	4	3	
17	17	66	66	0.0	1/2	1/2	FiguredBass	4/4	2	1	0				1/8	8		
17	17	66	66	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	132				
17	17	133/2	133/2	0.0	5/8	5/8	FiguredBass	4/4	2	1	0				1/8	b7		
17	17	67	67	0.0	3/4	3/4	FiguredBass	4/4	2	1	0				1/8	5		
17	17	67	67	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	133				
17	17	135/2	135/2	0.0	7/8	7/8	FiguredBass	4/4	2	1	0				1/8	4\		
18	18	68	68	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	134				
18	18	70	70	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	135				
18	18	71	71	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	136				
18	18	68	68	0.0	0	0	FiguredBass	4/4	2	1	0				1/2	#		
18	18	68	68	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	137				
18	18	70	70	0.0	1/2	1/2	FiguredBass	4/4	2	1	0				1/4	h		
18	18	70	70	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	138				
18	18	71	71	0.0	3/4	3/4	FiguredBass	4/4	2	1	0				1/8	#		
18	18	71	71	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	139				
18	18	143/2	143/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	140				
19	19	72	72	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	141				
19	19	73	73	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	142				
19	19	74	74	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	143				
19	19	75	75	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	144				
19	19	72	72	0.0	0	0	FiguredBass	4/4	2	1	0				1/8	6	3	
19	19	72	72	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	145				
19	19	145/2	145/2	0.0	1/8	1/8	FiguredBass	4/4	2	1	0				1/8	4\		
19	19	73	73	0.0	1/4	1/4	FiguredBass	4/4	2	1	0				1/4	6h		
19	19	73	73	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	146				
19	19	74	74	0.0	1/2	1/2	FiguredBass	4/4	2	1	0				1/4	7		
19	19	74	74	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	147				
19	19	75	75	0.0	3/4	3/4	FiguredBass	4/4	2	1	0				1/8	8	#	
19	19	75	75	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	148				
19	19	151/2	151/2	0.0	7/8	7/8	FiguredBass	4/4	2	1	0				1/8	7		
20	20	76	76	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	149				
20	20	78	78	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	150				
20	20	79	79	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	151				
20	20	76	76	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	152				
20	20	78	78	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	153				
20	20	79	79	0.0	3/4	3/4	FiguredBass	4/4	2	1	0				1/4	5		
20	20	79	79	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	154				
21	21	80	80	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	155				
21	21	81	81	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	156				
21	21	82	82	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	157				
21	21	83	83	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	158				
21	21	80	80	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	159				
21	21	161/2	161/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	160				
21	21	81	81	0.0	1/4	1/4	FiguredBass	4/4	2	1	0				1/8	5	3	
21	21	81	81	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	161				
21	21	163/2	163/2	0.0	3/8	3/8	FiguredBass	4/4	2	1	0				1/8	6	4	3
21	21	82	82	0.0	1/2	1/2	FiguredBass	4/4	2	1	0				1/8	8		
21	21	82	82	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	162				
21	21	165/2	165/2	0.0	5/8	5/8	FiguredBass	4/4	2	1	0				1/8	b7		
21	21	83	83	0.0	3/4	3/4	FiguredBass	4/4	2	1	0				1/8	5		
21	21	83	83	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	163				
21	21	167/2	167/2	0.0	7/8	7/8	FiguredBass	4/4	2	1	0				1/8	4\		
22	22	84	84	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	164				
22	22	86	86	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	165				
22	22	87	87	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	166				
22	22	84	84	0.0	0	0	FiguredBass	4/4	2	1	0				1/4	4		
22	22	84	84	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	167				
22	22	85	85	0.0	1/4	1/4	FiguredBass	4/4	2	1	0				1/4	#		
22	22	86	86	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	168				
22	22	173/2	173/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	169				
22	22	87	87	0.0	3/4	3/4	FiguredBass	4/4	2	1	0				1/8	6	3	
22	22	87	87	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	170				
22	22	175/2	175/2	0.0	7/8	7/8	FiguredBass	4/4	2	1	0				1/8	_	4	
23	23	88	88	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	171				
23	23	89	89	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	172				
23	23	90	90	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	173				
23	23	88	88	0.0	0	0	FiguredBass	4/4	2	1	0				1/4	8		
23	23	88	88	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	174				
23	23	89	89	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	175				
23	23	90	90	0.0	1/2	1/2	FiguredBass	4/4	2	1	0				1/4	7	5	
23	23	90	90	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	176				
23	23	91	91	0.0	3/4	3/4	FiguredBass	4/4	2	1	0				1/4	5	3	
23	23	91	91	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	177				
24	24	92	92	4.0	0	0	Chord	4/4	1	1	1	1	1	178				
24	24	92	92	0.0	0	0	FiguredBass	4/4	2	1	0				1/2	6	4	
24	24	92	92	4.0	0	0	Chord	4/4	2	1	1	1	1	179				
24	24	94	94	0.0	1/2	1/2	FiguredBass	4/4	2	1	0				1/2	5	#	
