mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	thoroughbass_level_3	slur
7	7	26	26	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	21					
7	7	24	24	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	22					
7	7	26	26	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	23					
8	8	28	28	0.0	0	0	FiguredBass	4/4	1	1	0					1/2	7			
8	8	28	28	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	24					
8	8	30	30	0.0	1/2	1/2	FiguredBass	4/4	1	1	0					1/2	6__			
8	8	30	30	0.0	1/2	1/2	Chord	4/4	1	1	0	grace4	1/4	1	25					
8	8	30	30	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	26					
8	8	28	28	0.0	0	0	FiguredBass	4/4	2	1	0					3/4	6__			
8	8	28	28	3.0	0	0	Chord	4/4	2	1	3/4		1/2	3/2	27					
8	8	31	31	0.0	3/4	3/4	FiguredBass	4/4	2	1	0					3/4	_			
8	8	31	31	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	28					
9	9	32	32	0.0	0	0	FiguredBass	4/4	1	1	0					1/4	4	8__		
9	9	32	32	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	29					0
9	9	33	33	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	30					
9	9	34	34	0.0	1/2	1/2	FiguredBass	4/4	1	1	0					1/2	3__			
9	9	34	34	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	31					
9	9	32	32	0.0	0	0	FiguredBass	4/4	2	1	0					1/2	3__			
9	9	32	32	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	32					
9	9	34	34	0.0	1/2	1/2	FiguredBass	4/4	2	1	0					1/2	_	_		
9	9	34	34	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	33					
9	9	36	36	0.0	1	1	FiguredBass	4/4	2	1	0					1/2	7			
10	10	36	36	0.0	0	0	FiguredBass	4/4	1	1	0					1	8	3		
10	10	36	36	4.0	0	0	Chord	4/4	1	1	1		1	1	34					
10	10	36	36	4.0	0	0	Chord	4/4	2	1	1		1	1	35					
11	11	42	42	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	36					
11	11	42	42	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	37					
12	12	44	44	0.0	0	0	FiguredBass	4/4	1	1	0					1/2	6			
12	12	44	44	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	38					
12	12	46	46	0.0	1/2	1/2	FiguredBass	4/4	1	1	0					1/2	6			
12	12	46	46	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	39					
12	12	44	44	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	40					
12	12	46	46	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	41					
13	13	48	48	0.0	0	0	FiguredBass	4/4	1	1	0					1/2	6__	4__		
13	13	48	48	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	42					
13	13	50	50	0.0	1/2	1/2	FiguredBass	4/4	1	1	0					1/2	_	_		
13	13	50	50	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	43					
13	13	52	52	0.0	1	1	FiguredBass	4/4	1	1	0					1/2	5__	3__		
13	13	48	48	0.0	0	0	FiguredBass	4/4	2	1	0					3/4	_	_		
13	13	48	48	3.0	0	0	Chord	4/4	2	1	3/4		1/2	3/2	44					
13	13	51	51	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	45					
14	14	52	52	0.0	0	0	FiguredBass	4/4	1	1	0					1/4	6			
14	14	52	52	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	46					1
14	14	53	53	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	47					
14	14	54	54	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	48					
14	14	52	52	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	49					
14	14	54	54	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	50					
15	15	56	56	0.0	0	0	FiguredBass	4/4	1	1	0					1	4			
15	15	56	56	4.0	0	0	Chord	4/4	1	1	1		1	1	51					
15	15	56	56	0.0	0	0	FiguredBass	4/4	2	1	0					1	3			
15	15	56	56	4.0	0	0	Chord	4/4	2	1	1		1	1	52					
15	15	60	60	0.0	1	1	FiguredBass	4/4	2	1	0					1	3			
16	16	62	62	0.0	1/2	1/2	FiguredBass	4/4	1	1	0					1/2	6			
16	16	62	62	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	53					
16	16	62	62	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	54					
17	17	64	64	0.0	0	0	FiguredBass	4/4	1	1	0					1/2	6	4		
17	17	64	64	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	55					
17	17	66	66	0.0	1/2	1/2	FiguredBass	4/4	1	1	0					1/2	h7	5		
17	17	66	66	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	56					
17	17	64	64	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	57					
17	17	66	66	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	58					
18	18	68	68	0.0	0	0	FiguredBass	4/4	1	1	0					1/2	3__	5__		
18	18	68	68	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	59					
18	18	70	70	0.0	1/2	1/2	FiguredBass	4/4	1	1	0					1/2	_	_		
18	18	70	70	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	60					
18	18	72	72	0.0	1	1	FiguredBass	4/4	1	1	0					1/2	5__	3__		
18	18	68	68	0.0	0	0	FiguredBass	4/4	2	1	0					1/4	_	_		
18	18	68	68	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	61					2
18	18	69	69	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	62					
18	18	70	70	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	63					3
18	18	71	71	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	64					
19	19	72	72	0.0	0	0	FiguredBass	4/4	1	1	0					1/2	5__	3__		
19	19	72	72	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	65					
19	19	74	74	0.0	1/2	1/2	FiguredBass	4/4	1	1	0					1/2	_	_		
19	19	74	74	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	66					
19	19	76	76	0.0	1	1	FiguredBass	4/4	1	1	0					1/2	6			
19	19	72	72	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	67					4
19	19	73	73	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	68					
19	19	74	74	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	69					5
19	19	75	75	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	70					
20	20	76	76	0.0	0	0	FiguredBass	4/4	1	1	0					1	4			
20	20	76	76	4.0	0	0	Chord	4/4	1	1	1		1	1	71					
20	20	76	76	0.0	0	0	FiguredBass	4/4	2	1	0					1	3			
20	20	76	76	4.0	0	0	Chord	4/4	2	1	1		1	1	72					
20	20	80	80	0.0	1	1	FiguredBass	4/4	2	1	0					1	3			
21	21	82	82	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	73					
21	21	82	82	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	74					
22	22	84	84	0.0	0	0	FiguredBass	4/4	1	1	0					1/2	4	h		
22	22	84	84	0.0	0	0	Chord	4/4	1	1	0	grace4	1/4	1	75					
22	22	84	84	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	76					
22	22	86	86	0.0	1/2	1/2	FiguredBass	4/4	1	1	0					1/2	6			
22	22	86	86	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	77					
22	22	84	84	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	78					
22	22	86	86	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	79					
23	23	88	88	0.0	0	0	FiguredBass	4/4	1	1	0					1/2	7			
23	23	88	88	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	80					
23	23	90	90	0.0	1/2	1/2	FiguredBass	4/4	1	1	0					1/2	6__			
23	23	90	90	0.0	1/2	1/2	Chord	4/4	1	1	0	grace4	1/4	1	81					
23	23	90	90	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	82					
23	23	88	88	0.0	0	0	FiguredBass	4/4	2	1	0					3/4	6__			
23	23	88	88	3.0	0	0	Chord	4/4	2	1	3/4		1/2	3/2	83					
23	23	91	91	0.0	3/4	3/4	FiguredBass	4/4	2	1	0					3/4	_			
23	23	91	91	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	84					
24	24	92	92	0.0	0	0	FiguredBass	4/4	1	1	0					1/4	4	8__		
24	24	92	92	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	85					6
24	24	93	93	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	86					
24	24	94	94	0.0	1/2	1/2	FiguredBass	4/4	1	1	0					1/2	3__			
24	24	94	94	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	87					
24	24	92	92	0.0	0	0	FiguredBass	4/4	2	1	0					1/2	3__			
24	24	92	92	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	88					
24	24	94	94	0.0	1/2	1/2	FiguredBass	4/4	2	1	0					1/2		_		
24	24	94	94	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	89					
24	24	96	96	0.0	1	1	FiguredBass	4/4	2	1	0					1/2		7		
24	24	98	98	0.0	3/2	3/2	FiguredBass	4/4	2	1	0					1/2	_			
25	25	96	96	0.0	0	0	FiguredBass	4/4	1	1	0					1	8	3		
25	25	96	96	4.0	0	0	Chord	4/4	1	1	1		1	1	90					
25	25	96	96	4.0	0	0	Chord	4/4	2	1	1		1	1	91					
