mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	thoroughbass_level_3	slur
6	6	22	22	0.0	1/2	1/2	FiguredBass	4/4	1	1	0					1/2	5			
6	6	22	22	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	16					
6	6	24	24	0.0	1	1	FiguredBass	4/4	1	1	0					1/2	5			
6	6	26	26	0.0	3/2	3/2	FiguredBass	4/4	1	1	0					1/2	8	3		
6	6	20	20	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	17					
6	6	22	22	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	18					
7	7	24	24	0.0	0	0	FiguredBass	4/4	1	1	0					1/2	6			
7	7	24	24	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	19					
7	7	26	26	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	20					
7	7	24	24	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	21					
7	7	26	26	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	22					
8	8	28	28	0.0	0	0	FiguredBass	4/4	1	1	0					1	6	5		
8	8	28	28	4.0	0	0	Chord	4/4	1	1	1		1	1	23					
8	8	28	28	0.0	0	0	FiguredBass	4/4	2	1	0					1/2	7			
8	8	28	28	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	24					0
8	8	30	30	0.0	1/2	1/2	FiguredBass	4/4	2	1	0					1/2	7			
8	8	30	30	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	25					
8	8	32	32	0.0	1	1	FiguredBass	4/4	2	1	0					1/2	8			
9	9	32	32	0.0	0	0	FiguredBass	4/4	1	1	0					1	8	3		
9	9	32	32	4.0	0	0	Chord	4/4	1	1	1		1	1	26					
9	9	32	32	4.0	0	0	Chord	4/4	2	1	1		1	1	27					
10	10	38	38	0.0	1/2	1/2	FiguredBass	4/4	1	1	0					1/2	5__	3__		
10	10	38	38	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	28					
10	10	36	36	0.0	0	0	FiguredBass	4/4	2	1	0					1/2	_	_		
10	10	38	38	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	29					1
10	10	39	39	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	30					
11	11	40	40	0.0	0	0	FiguredBass	4/4	1	1	0					1/2	6			
11	11	40	40	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	31					
11	11	42	42	0.0	1/2	1/2	FiguredBass	4/4	1	1	0					1/2	4	2		
11	11	42	42	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	32					
11	11	40	40	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	33					
11	11	42	42	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	34					
12	12	44	44	0.0	0	0	FiguredBass	4/4	1	1	0					1/2	6	4		
12	12	44	44	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	35					
12	12	46	46	0.0	1/2	1/2	FiguredBass	4/4	1	1	0					1/2	b7			
12	12	46	46	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	36					
12	12	44	44	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	37					
12	12	46	46	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	38					
13	13	48	48	0.0	0	0	FiguredBass	4/4	1	1	0					1	9			
13	13	48	48	4.0	0	0	Chord	4/4	1	1	1		1	1	39					
13	13	48	48	0.0	0	0	FiguredBass	4/4	2	1	0					1	8			
13	13	48	48	4.0	0	0	Chord	4/4	2	1	1		1	1	40					
13	13	52	52	0.0	1	1	FiguredBass	4/4	2	1	0					1	8			
14	14	54	54	0.0	1/2	1/2	FiguredBass	4/4	1	1	0					1/2	6			
14	14	54	54	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	41					
14	14	54	54	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	42					
15	15	56	56	0.0	0	0	FiguredBass	4/4	1	1	0					1/2	3	5		
15	15	56	56	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	43					
15	15	58	58	0.0	1/2	1/2	FiguredBass	4/4	1	1	0						4h	6		
15	15	58	58	0.0	1/2	1/2	FiguredBass	4/4	1	1	0						4h	6		
15	15	58	58	0.0	1/2	1/2	FiguredBass	4/4	1	1	0					1/2	6			
15	15	58	58	0.0	1/2	1/2	Chord	4/4	1	1	0	grace4	1/4	1	44					
15	15	58	58	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	45					
15	15	56	56	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	46					
15	15	58	58	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	47					2
15	15	59	59	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	48					
16	16	60	60	0.0	0	0	FiguredBass	4/4	1	1	0					1/2	6__	5__		
16	16	60	60	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	49					
16	16	62	62	0.0	1/2	1/2	FiguredBass	4/4	1	1	0					1/2	_	_		
16	16	62	62	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	50					
16	16	64	64	0.0	1	1	FiguredBass	4/4	1	1	0					1/2	6__	5__		
16	16	60	60	0.0	0	0	FiguredBass	4/4	2	1	0					1/4	_	_		
16	16	60	60	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	51					3
16	16	61	61	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	52					
16	16	62	62	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	53					4
16	16	63	63	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	54					
17	17	64	64	4.0	0	0	Chord	4/4	1	1	1		1	1	55					
17	17	64	64	4.0	0	0	Chord	4/4	2	1	1		1	1	56					
18	18	70	70	0.0	1/2	1/2	FiguredBass	4/4	1	1	0					1/2	6			
18	18	70	70	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	57					
18	18	70	70	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	58					
19	19	72	72	0.0	0	0	FiguredBass	4/4	1	1	0					1/2		6__	4__	
19	19	72	72	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	59					
19	19	74	74	0.0	1/2	1/2	FiguredBass	4/4	1	1	0						__			
19	19	74	74	0.0	1/2	1/2	FiguredBass	4/4	1	1	0						__			
19	19	74	74	0.0	1/2	1/2	FiguredBass	4/4	1	1	0						_	_	_	
19	19	74	74	0.0	1/2	1/2	FiguredBass	4/4	1	1	0					1/2	6b	4	2h	
19	19	74	74	0.0	1/2	1/2	Chord	4/4	1	1	0	grace4	1/4	1	60					
19	19	74	74	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	61					
19	19	72	72	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	62					
19	19	74	74	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	63					
20	20	76	76	0.0	0	0	FiguredBass	4/4	1	1	0					1/2	6	4		
20	20	76	76	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	64					
20	20	78	78	0.0	1/2	1/2	FiguredBass	4/4	1	1	0					1/2	4	2		
20	20	78	78	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	65					
20	20	76	76	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	66					
20	20	78	78	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	67					
21	21	80	80	0.0	0	0	FiguredBass	4/4	1	1	0					1	6			
21	21	80	80	4.0	0	0	Chord	4/4	1	1	1		1	1	68					
21	21	80	80	4.0	0	0	Chord	4/4	2	1	1		1	1	69					
22	22	86	86	0.0	1/2	1/2	FiguredBass	4/4	1	1	0					1/2	6	5b		
22	22	86	86	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	70					
22	22	86	86	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	71					
23	23	88	88	0.0	0	0	FiguredBass	4/4	1	1	0					1/2	8	3		
23	23	88	88	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	72					
23	23	90	90	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	73					
23	23	88	88	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	74					
23	23	90	90	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	75					
24	24	92	92	0.0	0	0	FiguredBass	4/4	1	1	0					1/2	5__	4	8__	
24	24	92	92	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	76					
24	24	94	94	0.0	1/2	1/2	FiguredBass	4/4	1	1	0					1/2		3__		
24	24	94	94	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	77					
24	24	92	92	0.0	0	0	FiguredBass	4/4	2	1	0					1		3__		
24	24	92	92	4.0	0	0	Chord	4/4	2	1	1		1	1	78					
24	24	96	96	0.0	1	1	FiguredBass	4/4	2	1	0					1	_	_	_	
24	24	100	100	0.0	2	2	FiguredBass	4/4	2	1	0					1	7			
25	25	96	96	0.0	0	0	FiguredBass	4/4	1	1	0					1	3	5b		
25	25	96	96	4.0	0	0	Chord	4/4	1	1	1		1	1	79					
25	25	96	96	0.0	0	0	FiguredBass	4/4	2	1	0					1/4	6h	4	b	
25	25	96	96	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	80					5
25	25	97	97	0.0	1/4	1/4	FiguredBass	4/4	2	1	0					1/4	b			5
25	25	97	97	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	81					5
25	25	98	98	0.0	1/2	1/2	FiguredBass	4/4	2	1	0					1/4	h3	b7		5
25	25	98	98	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	82					5
25	25	99	99	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	83					5
26	26	100	100	0.0	0	0	FiguredBass	4/4	1	1	0					1/2	4	5		
26	26	100	100	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	84					
26	26	102	102	0.0	1/2	1/2	FiguredBass	4/4	1	1	0					1/2	6h			
26	26	102	102	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	85					
26	26	104	104	0.0	1	1	FiguredBass	4/4	1	1	0					1/2	6h			
26	26	106	106	0.0	3/2	3/2	FiguredBass	4/4	1	1	0					1/2	3	7		
26	26	100	100	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	86					5
26	26	102	102	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	87					
27	27	104	104	4.0	0	0	Chord	4/4	1	1	1		1	1	88					
27	27	104	104	4.0	0	0	Chord	4/4	2	1	1		1	1	89					
