mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	thoroughbass_level_3
1	1	1	1	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	0				
1	1	3/2	3/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	1				
1	1	2	2	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	2				
1	1	3	3	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	3				
1	1	1	1	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	4				
1	1	2	2	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	5				
1	1	3	3	0.0	3/4	3/4	FiguredBass	4/4	2	1	0				1/8	6		
1	1	3	3	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	6				
1	1	7/2	7/2	0.0	7/8	7/8	FiguredBass	4/4	2	1	0				1/8	5		
2	2	4	4	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	7				
2	2	5	5	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	8				
2	2	6	6	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	9				
2	2	7	7	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	10				
2	2	4	4	0.0	0	0	FiguredBass	4/4	2	1	0				1/4	6		
2	2	4	4	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	11				
2	2	5	5	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	12				
2	2	6	6	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	13				
2	2	7	7	0.0	3/4	3/4	FiguredBass	4/4	2	1	0				1/4	6		
2	2	7	7	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	14				
3	3	8	8	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	15				
3	3	9	9	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	16				
3	3	19/2	19/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	17				
3	3	10	10	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	18				
3	3	11	11	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	19				
3	3	8	8	0.0	0	0	FiguredBass	4/4	2	1	0				1/8	4		
3	3	8	8	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	20				
3	3	17/2	17/2	0.0	1/8	1/8	FiguredBass	4/4	2	1	0				1/8	3		
3	3	9	9	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	21				
3	3	10	10	0.0	1/2	1/2	FiguredBass	4/4	2	1	0				1/4	4	2	
3	3	10	10	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	22				
3	3	11	11	0.0	3/4	3/4	FiguredBass	4/4	2	1	0				1/4	6		
3	3	11	11	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	23				
4	4	12	12	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	24				
4	4	13	13	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	25				
4	4	14	14	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	26				
4	4	15	15	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	27				
4	4	12	12	0.0	0	0	FiguredBass	4/4	2	1	0				1/4	6		
4	4	12	12	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	28				
4	4	13	13	0.0	1/4	1/4	FiguredBass	4/4	2	1	0				1/8	8		
4	4	13	13	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	29				
4	4	27/2	27/2	0.0	3/8	3/8	FiguredBass	4/4	2	1	0				1/8	h7		
4	4	14	14	0.0	1/2	1/2	FiguredBass	4/4	2	1	0				1/8	5		
4	4	14	14	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	30				
4	4	29/2	29/2	0.0	5/8	5/8	FiguredBass	4/4	2	1	0				1/8	6\		
4	4	15	15	0.0	3/4	3/4	FiguredBass	4/4	2	1	0				1/8	6		
4	4	15	15	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	31				
4	4	31/2	31/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	32				
5	5	16	16	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	33				
5	5	17	17	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	34				
5	5	18	18	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	35				
5	5	19	19	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	36				
5	5	16	16	0.0	0	0	FiguredBass	4/4	2	1	0				1/8	4		
5	5	16	16	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	37				
5	5	33/2	33/2	0.0	1/8	1/8	FiguredBass	4/4	2	1	0				1/8	3		
5	5	17	17	0.0	1/4	1/4	FiguredBass	4/4	2	1	0				1/4	6		
5	5	17	17	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	38				
5	5	18	18	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	39				
5	5	19	19	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	40				
5	5	39/2	39/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	41				
6	6	20	20	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	42				
6	6	21	21	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	43				
6	6	22	22	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	44				
6	6	20	20	0.0	0	0	FiguredBass	4/4	2	1	0				1/4	6		
6	6	20	20	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	45				
6	6	21	21	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	46				
6	6	22	22	0.0	1/2	1/2	FiguredBass	4/4	2	1	0				1/4	8	5	4
6	6	22	22	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	47				
6	6	23	23	0.0	3/4	3/4	FiguredBass	4/4	2	1	0				1/4	7	_	3
6	6	23	23	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	48				
7	7	24	24	4.0	0	0	Chord	4/4	1	1	1	1	1	49				
7	7	24	24	4.0	0	0	Chord	4/4	2	1	1	1	1	50				
8	8	29	29	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	51				
8	8	30	30	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	52				
8	8	31	31	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	53				
8	8	29	29	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	54				
8	8	30	30	0.0	1/2	1/2	FiguredBass	4/4	2	1	0				1/4	4	2	
8	8	30	30	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	55				
8	8	31	31	0.0	3/4	3/4	FiguredBass	4/4	2	1	0				1/4	6\		
8	8	31	31	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	56				
9	9	32	32	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	57				
9	9	33	33	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	58				
9	9	34	34	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	59				
9	9	35	35	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	60				
9	9	32	32	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	61				
9	9	33	33	0.0	1/4	1/4	FiguredBass	4/4	2	1	0				1/4	6		
9	9	33	33	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	62				
9	9	34	34	0.0	1/2	1/2	FiguredBass	4/4	2	1	0				1/4	6	5	h
9	9	34	34	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	63				
9	9	35	35	0.0	3/4	3/4	FiguredBass	4/4	2	1	0				1/8	8	#	
9	9	35	35	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	64				
9	9	71/2	71/2	0.0	7/8	7/8	FiguredBass	4/4	2	1	0				1/8	7		
10	10	36	36	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	65				
10	10	37	37	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	66				
10	10	38	38	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	67				
10	10	39	39	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	68				
10	10	36	36	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	69				
10	10	37	37	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	70				
10	10	38	38	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	71				
10	10	39	39	0.0	3/4	3/4	FiguredBass	4/4	2	1	0				1/4	6		
10	10	39	39	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	72				
11	11	40	40	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	73				
11	11	41	41	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	74				
11	11	42	42	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	75				
11	11	43	43	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	76				
11	11	40	40	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	77				
11	11	41	41	0.0	1/4	1/4	FiguredBass	4/4	2	1	0				1/4	6		
11	11	41	41	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	78				
11	11	42	42	0.0	1/2	1/2	FiguredBass	4/4	2	1	0				1/4	6	5	
11	11	42	42	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	79				
11	11	43	43	0.0	3/4	3/4	FiguredBass	4/4	2	1	0				1/8	8		
11	11	43	43	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	80				
11	11	87/2	87/2	0.0	7/8	7/8	FiguredBass	4/4	2	1	0				1/8	7		
12	12	44	44	4.0	0	0	Chord	4/4	1	1	1	1	1	81				
12	12	44	44	4.0	0	0	Chord	4/4	2	1	1	1	1	82				
