mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	slur
6	6	23	23	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	20				
7	7	24	24	0.0	0	0	FiguredBass	4/4	1	1	0					1/2	6		
7	7	24	24	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	21				
7	7	26	26	0.0	1/2	1/2	FiguredBass	4/4	1	1	0						5		
7	7	26	26	0.0	1/2	1/2	FiguredBass	4/4	1	1	0					1/2	9		
7	7	26	26	0.0	1/2	1/2	Chord	4/4	1	1	0	grace4	1/4	1	22				
7	7	26	26	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	23				
7	7	24	24	0.0	0	0	FiguredBass	4/4	2	1	0					1/2	8		
7	7	24	24	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	24				
7	7	26	26	0.0	1/2	1/2	FiguredBass	4/4	2	1	0					1/2	8		
7	7	26	26	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	25				
8	8	28	28	0.0	0	0	FiguredBass	4/4	1	1	0					1/2	7		
8	8	28	28	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	26				
8	8	30	30	0.0	1/2	1/2	FiguredBass	4/4	1	1	0					1/2	6		
8	8	30	30	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	27				
8	8	32	32	0.0	1	1	FiguredBass	4/4	1	1	0					1/2	6		
8	8	34	34	0.0	3/2	3/2	FiguredBass	4/4	1	1	0					1/2	6__		
8	8	28	28	0.0	0	0	FiguredBass	4/4	2	1	0					1/2	_		
8	8	28	28	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	28				
8	8	30	30	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	29				1
8	8	31	31	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	30				
9	9	32	32	0.0	0	0	FiguredBass	4/4	1	1	0					1/2	6__	5__	
9	9	32	32	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	31				
9	9	34	34	0.0	1/2	1/2	FiguredBass	4/4	1	1	0					1/2	_	_	
9	9	34	34	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	32				
9	9	36	36	0.0	1	1	FiguredBass	4/4	1	1	0					1/2	8		
9	9	32	32	0.0	0	0	FiguredBass	4/4	2	1	0					1/4	7		
9	9	32	32	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	33				2
9	9	33	33	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	34				
9	9	34	34	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	35				3
9	9	35	35	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	36				
10	10	36	36	4.0	0	0	Chord	4/4	1	1	1		1	1	37				
10	10	36	36	4.0	0	0	Chord	4/4	2	1	1		1	1	38				
11	11	42	42	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	39				
11	11	42	42	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	40				
12	12	44	44	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	41				
12	12	46	46	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	42				
12	12	44	44	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	43				
12	12	46	46	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	44				4
12	12	47	47	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	45				
13	13	48	48	0.0	0	0	FiguredBass	4/4	1	1	0					1/2	6		
13	13	48	48	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	46				
13	13	50	50	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	47				
13	13	48	48	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	48				
13	13	50	50	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	49				
14	14	52	52	0.0	0	0	FiguredBass	4/4	1	1	0					1/2	6		
14	14	52	52	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	50				
14	14	54	54	0.0	1/2	1/2	FiguredBass	4/4	1	1	0					1/2	#3	8	
14	14	54	54	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	51				
14	14	52	52	0.0	0	0	FiguredBass	4/4	2	1	0					1/2	h7		
14	14	52	52	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	52				
14	14	54	54	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	53				
15	15	56	56	0.0	0	0	FiguredBass	4/4	1	1	0					1	8	3	
15	15	56	56	4.0	0	0	Chord	4/4	1	1	1		1	1	54				
15	15	56	56	4.0	0	0	Chord	4/4	2	1	1		1	1	55				
16	16	62	62	0.0	1/2	1/2	FiguredBass	4/4	1	1	0					1/2	6	5	
16	16	62	62	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	56				
16	16	62	62	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	57				
17	17	64	64	0.0	0	0	FiguredBass	4/4	1	1	0					1/2	5		
17	17	64	64	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	58				
17	17	66	66	0.0	1/2	1/2	FiguredBass	4/4	1	1	0					1/2	6		
17	17	66	66	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	59				
17	17	68	68	0.0	1	1	FiguredBass	4/4	1	1	0					1/2	6		
17	17	70	70	0.0	3/2	3/2	FiguredBass	4/4	1	1	0					1/2	6		
17	17	64	64	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	60				
17	17	66	66	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	61				5
17	17	67	67	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	62				
18	18	68	68	0.0	0	0	FiguredBass	4/4	1	1	0					1/2	4	8	
18	18	68	68	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	63				
18	18	70	70	0.0	1/2	1/2	FiguredBass	4/4	1	1	0					1/2	3	7	
18	18	70	70	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	64				
18	18	68	68	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	65				
18	18	70	70	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	66				6
18	18	71	71	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	67				
19	19	72	72	0.0	0	0	FiguredBass	4/4	1	1	0					1/2	6	5	
19	19	72	72	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	68				
19	19	74	74	0.0	1/2	1/2	FiguredBass	4/4	1	1	0					1/2	8		
19	19	74	74	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	69				
19	19	72	72	0.0	0	0	FiguredBass	4/4	2	1	0					1/4	7		
19	19	72	72	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	70				7
19	19	73	73	0.0	1/4	1/4	FiguredBass	4/4	2	1	0					1/4	7		
19	19	73	73	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	71				
19	19	74	74	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	72				
20	20	76	76	0.0	0	0	FiguredBass	4/4	1	1	0					1	8	3	
20	20	76	76	4.0	0	0	Chord	4/4	1	1	1		1	1	73				
20	20	76	76	4.0	0	0	Chord	4/4	2	1	1		1	1	74				
