mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	thoroughbass_level_3
1	1	0	0	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	0				
1	1	1	1	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	1				
1	1	2	2	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	2				
1	1	3	3	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	3				
1	1	0	0	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	4				
1	1	1	1	0.0	1/4	1/4	FiguredBass	4/4	2	1	0				1/8	7	5	4
1	1	1	1	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	5				
1	1	3/2	3/2	0.0	3/8	3/8	FiguredBass	4/4	2	1	0				1/8	_	_	3
1	1	2	2	0.0	1/2	1/2	FiguredBass	4/4	2	1	0				1/8	9	5	3
1	1	2	2	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	6				
1	1	5/2	5/2	0.0	5/8	5/8	FiguredBass	4/4	2	1	0				1/8	8	_	_
1	1	3	3	0.0	3/4	3/4	FiguredBass	4/4	2	1	0				1/8	7	3	3
1	1	3	3	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	7				
1	1	7/2	7/2	0.0	7/8	7/8	FiguredBass	4/4	2	1	0				1/8	6		
2	2	4	4	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	8				
2	2	9/2	9/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	9				
2	2	5	5	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	10				
2	2	6	6	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	11				
2	2	4	4	0.0	0	0	FiguredBass	4/4	2	1	0				1/4	3		
2	2	4	4	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	12				
2	2	5	5	0.0	1/4	1/4	FiguredBass	4/4	2	1	0				1/8	8		
2	2	5	5	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	13				
2	2	11/2	11/2	0.0	3/8	3/8	FiguredBass	4/4	2	1	0				1/8	h7		
2	2	6	6	0.0	1/2	1/2	FiguredBass	4/4	2	1	0				1/8	5	3	3
2	2	6	6	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	14				
2	2	13/2	13/2	0.0	5/8	5/8	FiguredBass	4/4	2	1	0				1/8	_	_	2
2	2	7	7	0.0	3/4	3/4	FiguredBass	4/4	2	1	0				1/4	7	5	3
2	2	7	7	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	15				
3	3	8	8	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	16				
3	3	8	8	0.0	0	0	FiguredBass	4/4	2	1	0				1/2	3		
3	3	8	8	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	17				
4	4	12	12	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	18				
4	4	25/2	25/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	19				
4	4	13	13	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	20				
4	4	14	14	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	21				
4	4	15	15	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	22				
4	4	12	12	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	23				
4	4	13	13	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	24				
4	4	14	14	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	25				
4	4	15	15	0.0	3/4	3/4	FiguredBass	4/4	2	1	0				1/8	8		
4	4	15	15	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	26				
4	4	31/2	31/2	0.0	7/8	7/8	FiguredBass	4/4	2	1	0				1/8	h7		
5	5	16	16	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	27				
5	5	17	17	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	28				
5	5	18	18	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	29				
5	5	16	16	0.0	0	0	FiguredBass	4/4	2	1	0				1/8	5		
5	5	16	16	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	30				
5	5	33/2	33/2	0.0	1/8	1/8	FiguredBass	4/4	2	1	0				1/8	6\		
5	5	17	17	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	31				
5	5	35/2	35/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	32				
5	5	18	18	0.0	1/2	1/2	FiguredBass	4/4	2	1	0				1/4	6	5	
5	5	18	18	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	33				
5	5	19	19	0.0	3/4	3/4	FiguredBass	4/4	2	1	0				1/8	8		
5	5	19	19	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	34				
5	5	39/2	39/2	0.0	7/8	7/8	FiguredBass	4/4	2	1	0				1/8	7		
6	6	20	20	4.0	0	0	Chord	4/4	1	1	1	1	1	35				
6	6	20	20	4.0	0	0	Chord	4/4	2	1	1	1	1	36				
7	7	24	24	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	37				
7	7	25	25	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	38				
7	7	26	26	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	39				
7	7	27	27	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	40				
7	7	24	24	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	41				
7	7	25	25	0.0	1/4	1/4	FiguredBass	4/4	2	1	0				1/4	6		
7	7	25	25	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	42				
7	7	26	26	0.0	1/2	1/2	FiguredBass	4/4	2	1	0				1/4	6\	4	
7	7	26	26	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	43				
7	7	27	27	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	44				
8	8	28	28	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	45				
8	8	29	29	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	46				
8	8	30	30	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	47				
8	8	28	28	0.0	0	0	FiguredBass	4/4	2	1	0				1/8	8	5	3
8	8	28	28	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	48				
8	8	57/2	57/2	0.0	1/8	1/8	FiguredBass	4/4	2	1	0				1/8	_	6	4\
8	8	29	29	0.0	1/4	1/4	FiguredBass	4/4	2	1	0				1/8	8	3	3
8	8	29	29	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	49				
8	8	59/2	59/2	0.0	3/8	3/8	FiguredBass	4/4	2	1	0				1/8	_	4	_
8	8	30	30	0.0	1/2	1/2	FiguredBass	4/4	2	1	0				1/4	8	5	4
8	8	30	30	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	50				
8	8	31	31	0.0	3/4	3/4	FiguredBass	4/4	2	1	0				1/8	_	_	#
8	8	63/2	63/2	0.0	7/8	7/8	FiguredBass	4/4	2	1	0				1/8	7		
