mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	slur
5	5	20	20	0.0	1	1	FiguredBass	4/4	2	1	0					1	3		
6	6	22	22	0.0	1/2	1/2	FiguredBass	4/4	1	1	0					1/2	6		
6	6	22	22	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	19				
6	6	22	22	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	20				
7	7	24	24	0.0	0	0	FiguredBass	4/4	1	1	0					1/2	6h		
7	7	24	24	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	21				
7	7	26	26	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	22				
7	7	24	24	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	23				
7	7	26	26	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	24				
8	8	28	28	0.0	0	0	FiguredBass	4/4	1	1	0					1/2	6	5h	
8	8	28	28	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	25				
8	8	30	30	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	26				
8	8	28	28	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	27				
8	8	30	30	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	28				
9	9	32	32	0.0	0	0	FiguredBass	4/4	1	1	0					1/2	6	5	
9	9	32	32	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	29				
9	9	34	34	0.0	1/2	1/2	FiguredBass	4/4	1	1	0					1/2	h3	8	
9	9	34	34	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	30				
9	9	32	32	0.0	0	0	FiguredBass	4/4	2	1	0					1/2	7		
9	9	32	32	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	31				
9	9	34	34	0.0	1/2	1/2	FiguredBass	4/4	2	1	0					1/2	7		
9	9	34	34	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	32				
10	10	36	36	0.0	0	0	FiguredBass	4/4	1	1	0					1	8	3	
10	10	36	36	4.0	0	0	Chord	4/4	1	1	1		1	1	33				
10	10	36	36	4.0	0	0	Chord	4/4	2	1	1		1	1	34				
11	11	42	42	0.0	1/2	1/2	FiguredBass	4/4	1	1	0					1/2	3	1	
11	11	42	42	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	35				
11	11	42	42	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	36				
12	12	44	44	0.0	0	0	FiguredBass	4/4	1	1	0					1/2	6	4	
12	12	44	44	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	37				
12	12	46	46	0.0	1/2	1/2	FiguredBass	4/4	1	1	0					1/2	b7	5	
12	12	46	46	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	38				
12	12	44	44	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	39				
12	12	46	46	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	40				
13	13	48	48	0.0	0	0	FiguredBass	4/4	1	1	0					1/2	5		
13	13	48	48	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	41				
13	13	50	50	0.0	1/2	1/2	FiguredBass	4/4	1	1	0					1/2	6h		
13	13	50	50	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	42				
13	13	52	52	0.0	1	1	FiguredBass	4/4	1	1	0					1/2	6h		
13	13	54	54	0.0	3/2	3/2	FiguredBass	4/4	1	1	0					1/2	5__	3__	
13	13	48	48	0.0	0	0	FiguredBass	4/4	2	1	0					1/2	_	_	
13	13	48	48	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	43				
13	13	50	50	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	44				1
13	13	51	51	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	45				
14	14	52	52	0.0	0	0	FiguredBass	4/4	1	1	0					1	6	5	
14	14	52	52	4.0	0	0	Chord	4/4	1	1	1		1	1	46				
14	14	52	52	0.0	0	0	FiguredBass	4/4	2	1	0					1/2	b7		
14	14	52	52	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	47				
14	14	54	54	0.0	1/2	1/2	FiguredBass	4/4	2	1	0					1/2	b7		
14	14	54	54	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	48				
14	14	56	56	0.0	1	1	FiguredBass	4/4	2	1	0					1/2	8		
15	15	56	56	0.0	0	0	FiguredBass	4/4	1	1	0					1	8	3	
15	15	56	56	4.0	0	0	Chord	4/4	1	1	1		1	1	49				
15	15	56	56	4.0	0	0	Chord	4/4	2	1	1		1	1	50				
16	16	60	60	0.0	0	0	FiguredBass	4/4	1	1	0					1	8		
16	16	60	60	4.0	0	0	Chord	4/4	1	1	1		1	1	51				
16	16	60	60	0.0	0	0	FiguredBass	4/4	2	1	0					1	7		
16	16	60	60	4.0	0	0	Chord	4/4	2	1	1		1	1	52				
16	16	64	64	0.0	1	1	FiguredBass	4/4	2	1	0					1	7		
17	17	64	64	0.0	0	0	Chord	4/4	1	1	0	grace4	1/4	1	53				
17	17	64	64	4.0	0	0	Chord	4/4	1	1	1		1	1	54				
17	17	64	64	4.0	0	0	Chord	4/4	2	1	1		1	1	55				
18	18	68	68	0.0	0	0	FiguredBass	4/4	1	1	0					1	8		
18	18	68	68	4.0	0	0	Chord	4/4	1	1	1		1	1	56				
18	18	68	68	0.0	0	0	FiguredBass	4/4	2	1	0					1	7		
18	18	68	68	4.0	0	0	Chord	4/4	2	1	1		1	1	57				
19	19	72	72	0.0	0	0	FiguredBass	4/4	1	1	0					1	5	3	
19	19	72	72	0.0	0	0	Chord	4/4	1	1	0	grace4	1/4	1	58				
19	19	72	72	4.0	0	0	Chord	4/4	1	1	1		1	1	59				
19	19	72	72	4.0	0	0	Chord	4/4	2	1	1		1	1	60				
20	20	76	76	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	61				
20	20	78	78	0.0	1/2	1/2	FiguredBass	4/4	1	1	0					1/2	6	5	
20	20	78	78	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	62				
20	20	76	76	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	63				
20	20	78	78	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	64				
21	21	80	80	0.0	0	0	FiguredBass	4/4	1	1	0					1/2	4h	2	
21	21	80	80	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	65				
21	21	82	82	0.0	1/2	1/2	FiguredBass	4/4	1	1	0					1/2	6		
21	21	82	82	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	66				
21	21	80	80	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	67				
21	21	82	82	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	68				
22	22	84	84	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	69				
22	22	86	86	0.0	1/2	1/2	FiguredBass	4/4	1	1	0					1/2	6		
22	22	86	86	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	70				
22	22	84	84	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	71				
22	22	86	86	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	72				2
22	22	87	87	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	73				
23	23	88	88	0.0	0	0	FiguredBass	4/4	1	1	0					1/2	4		
23	23	88	88	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	74				
23	23	90	90	0.0	1/2	1/2	FiguredBass	4/4	1	1	0					1/2	3	6	
23	23	90	90	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	75				
23	23	88	88	0.0	0	0	FiguredBass	4/4	2	1	0					1/2	4	2	
23	23	88	88	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	76				
23	23	90	90	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	77				3
23	23	91	91	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	78				
24	24	92	92	0.0	0	0	FiguredBass	4/4	1	1	0					1/2	6		
24	24	92	92	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	79				
24	24	94	94	0.0	1/2	1/2	FiguredBass	4/4	1	1	0					1/2	5		
24	24	94	94	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	80				
24	24	96	96	0.0	1	1	FiguredBass	4/4	1	1	0					1/2	5		
24	24	98	98	0.0	3/2	3/2	FiguredBass	4/4	1	1	0					1/2	h		
24	24	92	92	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	81				
24	24	94	94	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	82				
25	25	96	96	0.0	0	0	FiguredBass	4/4	1	1	0					1	6	4	
25	25	96	96	4.0	0	0	Chord	4/4	1	1	1		1	1	83				
25	25	96	96	0.0	0	0	FiguredBass	4/4	2	1	0					1/2	6	5	
25	25	96	96	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	84				
25	25	98	98	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	85				
26	26	100	100	0.0	0	0	FiguredBass	4/4	1	1	0					1	9		
26	26	100	100	4.0	0	0	Chord	4/4	1	1	1		1	1	86				
26	26	100	100	0.0	0	0	FiguredBass	4/4	2	1	0					1	8		
26	26	100	100	4.0	0	0	Chord	4/4	2	1	1		1	1	87				
26	26	104	104	0.0	1	1	FiguredBass	4/4	2	1	0					1	8		
27	27	104	104	0.0	0	0	FiguredBass	4/4	1	1	0					1/2	6	5	
27	27	104	104	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	88				
27	27	106	106	0.0	1/2	1/2	FiguredBass	4/4	1	1	0					1/2	6	5	
27	27	106	106	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	89				
27	27	104	104	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	90				
27	27	106	106	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	91				
28	28	108	108	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	92				
28	28	110	110	0.0	1/2	1/2	FiguredBass	4/4	1	1	0					1/2	6		
28	28	110	110	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	93				
28	28	108	108	0.0	0	0	FiguredBass	4/4	2	1	0					1/2	6	5	
28	28	108	108	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	94				
28	28	110	110	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	95				4
28	28	111	111	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	96				
29	29	112	112	0.0	0	0	FiguredBass	4/4	1	1	0					1/2	9	5	
29	29	112	112	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	97				
29	29	114	114	0.0	1/2	1/2	FiguredBass	4/4	1	1	0					1/2	8	6	
29	29	114	114	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	98				
29	29	116	116	0.0	1	1	FiguredBass	4/4	1	1	0					1/2	5__	3__	
29	29	112	112	0.0	0	0	FiguredBass	4/4	2	1	0					1/2	_	_	
29	29	112	112	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	99				
29	29	114	114	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	100				5
29	29	115	115	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	101				
30	30	116	116	0.0	0	0	FiguredBass	4/4	1	1	0					1	6__	5__	
30	30	116	116	4.0	0	0	Chord	4/4	1	1	1		1	1	102				
30	30	116	116	0.0	0	0	FiguredBass	4/4	2	1	0					1/4	_	_	
30	30	116	116	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	103				6
30	30	117	117	0.0	1/4	1/4	FiguredBass	4/4	2	1	0					1/4	7		
30	30	117	117	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	104				
30	30	118	118	0.0	1/2	1/2	FiguredBass	4/4	2	1	0					1/4	7		
30	30	118	118	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	105				
30	30	119	119	0.0	3/4	3/4	FiguredBass	4/4	2	1	0					1/4	8		
31	31	120	120	0.0	0	0	FiguredBass	4/4	1	1	0					1	8	3	
31	31	120	120	4.0	0	0	Chord	4/4	1	1	1		1	1	106				
31	31	120	120	4.0	0	0	Chord	4/4	2	1	1		1	1	107				
