mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	slur
7	7	25	25	0.0	1/4	1/4	FiguredBass	4/4	1	1	0					1/4	4	6	
7	7	25	25	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	20				
7	7	26	26	0.0	1/2	1/2	FiguredBass	4/4	1	1	0					1/2	4	6	
7	7	26	26	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	21				
7	7	28	28	0.0	1	1	FiguredBass	4/4	1	1	0					1/2	6		
7	7	24	24	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	22				
7	7	26	26	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	23				
8	8	28	28	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	24				
8	8	30	30	0.0	1/2	1/2	FiguredBass	4/4	1	1	0					1/2	#3	8	
8	8	30	30	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	25				
8	8	28	28	0.0	0	0	FiguredBass	4/4	2	1	0					1/2	7		
8	8	28	28	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	26				
8	8	30	30	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	27				
9	9	32	32	0.0	0	0	FiguredBass	4/4	1	1	0					1	8	3	
9	9	32	32	4.0	0	0	Chord	4/4	1	1	1		1	1	28				
9	9	32	32	4.0	0	0	Chord	4/4	2	1	1		1	1	29				
10	10	38	38	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	30				
10	10	38	38	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	31				
11	11	40	40	0.0	0	0	FiguredBass	4/4	1	1	0					1/2	6	5	
11	11	40	40	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	32				
11	11	42	42	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	33				
11	11	40	40	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	34				
11	11	42	42	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	35				
12	12	44	44	0.0	0	0	FiguredBass	4/4	1	1	0					1/2	8		
12	12	44	44	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	36				
12	12	46	46	0.0	1/2	1/2	FiguredBass	4/4	1	1	0						7		
12	12	46	46	0.0	1/2	1/2	FiguredBass	4/4	1	1	0						7		
12	12	46	46	0.0	1/2	1/2	FiguredBass	4/4	1	1	0					1/4	5		
12	12	46	46	0.0	1/2	1/2	Chord	4/4	1	1	0	grace4	1/4	1	37				
12	12	46	46	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	38				1
12	12	47	47	0.0	3/4	3/4	FiguredBass	4/4	1	1	0					1/4	6		
12	12	47	47	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	39				
12	12	44	44	0.0	0	0	FiguredBass	4/4	2	1	0					1/2	6		
12	12	44	44	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	40				
12	12	46	46	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	41				
13	13	48	48	0.0	0	0	FiguredBass	4/4	1	1	0					1/2	6		
13	13	48	48	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	42				
13	13	50	50	0.0	1/2	1/2	FiguredBass	4/4	1	1	0						5		
13	13	50	50	0.0	1/2	1/2	FiguredBass	4/4	1	1	0						5		
13	13	50	50	0.0	1/2	1/2	Chord	4/4	1	1	0	grace4	1/4	1	43				
13	13	50	50	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	44				
13	13	48	48	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	45				
13	13	50	50	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	46				
14	14	52	52	0.0	0	0	FiguredBass	4/4	1	1	0					1	4		
14	14	52	52	4.0	0	0	Chord	4/4	1	1	1		1	1	47				
14	14	52	52	0.0	0	0	FiguredBass	4/4	2	1	0					1	3		
14	14	52	52	4.0	0	0	Chord	4/4	2	1	1		1	1	48				
14	14	56	56	0.0	1	1	FiguredBass	4/4	2	1	0					1	3		
15	15	58	58	0.0	1/2	1/2	FiguredBass	4/4	1	1	0					1/2	6		
15	15	58	58	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	49				
15	15	58	58	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	50				
16	16	60	60	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	51				
16	16	62	62	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	52				
16	16	60	60	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	53				
16	16	62	62	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	54				
17	17	64	64	0.0	0	0	FiguredBass	4/4	1	1	0					1/2	6	5	
17	17	64	64	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	55				
17	17	66	66	0.0	1/2	1/2	FiguredBass	4/4	1	1	0					1/2	8		
17	17	66	66	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	56				
17	17	64	64	0.0	0	0	FiguredBass	4/4	2	1	0					1/2	7		
17	17	64	64	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	57				
17	17	66	66	0.0	1/2	1/2	FiguredBass	4/4	2	1	0					1/2	7		
17	17	66	66	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	58				
18	18	68	68	0.0	0	0	FiguredBass	4/4	1	1	0					1/4	5		
18	18	68	68	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	59				2
18	18	69	69	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	60				2
18	18	70	70	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	61				2
18	18	71	71	0.0	3/4	3/4	FiguredBass	4/4	1	1	0					1/4	6		
18	18	71	71	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	62				
18	18	68	68	4.0	0	0	Chord	4/4	2	1	1		1	1	63				
19	19	72	72	0.0	0	0	FiguredBass	4/4	1	1	0					1	6		
19	19	72	72	4.0	0	0	Chord	4/4	1	1	1		1	1	64				
19	19	72	72	4.0	0	0	Chord	4/4	2	1	1		1	1	65				
20	20	78	78	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	66				
20	20	78	78	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	67				
21	21	80	80	0.0	0	0	FiguredBass	4/4	1	1	0					1/2	6		
21	21	80	80	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	68				
21	21	82	82	0.0	1/2	1/2	FiguredBass	4/4	1	1	0					1/2	6		
21	21	82	82	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	69				
21	21	80	80	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	70				
21	21	82	82	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	71				3
21	21	83	83	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	72				
22	22	84	84	0.0	0	0	FiguredBass	4/4	1	1	0					1/2	4		
22	22	84	84	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	73				
22	22	86	86	0.0	1/2	1/2	FiguredBass	4/4	1	1	0					1/2	3	8	
22	22	86	86	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	74				
22	22	84	84	0.0	0	0	FiguredBass	4/4	2	1	0					1/2	7		
22	22	84	84	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	75				
22	22	86	86	0.0	1/2	1/2	FiguredBass	4/4	2	1	0					1/2	7		
22	22	86	86	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	76				
23	23	88	88	0.0	0	0	FiguredBass	4/4	1	1	0					1	8	3	
23	23	88	88	4.0	0	0	Chord	4/4	1	1	1		1	1	77				
23	23	88	88	4.0	0	0	Chord	4/4	2	1	1		1	1	78				
