mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	slur
10	10	38	38	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	27				
10	10	38	38	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	28				
11	11	40	40	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	29				
11	11	42	42	0.0	1/2	1/2	FiguredBass	4/4	1	1	0					1/2	6		
11	11	42	42	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	30				
11	11	40	40	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	31				
11	11	42	42	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	32				
12	12	44	44	0.0	0	0	FiguredBass	4/4	1	1	0					1/2	6		
12	12	44	44	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	33				
12	12	46	46	0.0	1/2	1/2	FiguredBass	4/4	1	1	0					1/2	6	5	
12	12	46	46	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	34				
12	12	44	44	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	35				
12	12	46	46	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	36				
13	13	48	48	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	37				
13	13	50	50	0.0	1/2	1/2	FiguredBass	4/4	1	1	0					1/2	#3	8	
13	13	50	50	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	38				
13	13	48	48	0.0	0	0	FiguredBass	4/4	2	1	0					1/2	7		
13	13	48	48	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	39				
13	13	50	50	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	40				
14	14	52	52	4.0	0	0	Chord	4/4	1	1	1		1	1	41				
14	14	52	52	4.0	0	0	Chord	4/4	2	1	1		1	1	42				
15	15	58	58	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	43				
15	15	58	58	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	44				
16	16	60	60	0.0	0	0	FiguredBass	4/4	1	1	0					1/2	6		
16	16	60	60	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	45				
16	16	62	62	0.0	1/2	1/2	FiguredBass	4/4	1	1	0					1/2	6		
16	16	62	62	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	46				
16	16	60	60	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	47				
16	16	62	62	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	48				
17	17	64	64	0.0	0	0	FiguredBass	4/4	1	1	0					1/2	6	5	
17	17	64	64	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	49				
17	17	66	66	0.0	1/2	1/2	FiguredBass	4/4	1	1	0					1/2	#3	8	
17	17	66	66	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	50				
17	17	64	64	0.0	0	0	FiguredBass	4/4	2	1	0					1/2	7		
17	17	64	64	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	51				
17	17	66	66	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	52				
18	18	68	68	0.0	0	0	FiguredBass	4/4	1	1	0					1	3		
18	18	68	68	4.0	0	0	Chord	4/4	1	1	1		1	1	53				
18	18	68	68	4.0	0	0	Chord	4/4	2	1	1		1	1	54				
19	19	74	74	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	55				
19	19	74	74	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	56				
20	20	76	76	0.0	0	0	Chord	4/4	1	1	0	grace4	1/4	1	57				
20	20	76	76	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	58				
20	20	78	78	0.0	1/2	1/2	FiguredBass	4/4	1	1	0					1/2	6		
20	20	78	78	0.0	1/2	1/2	Chord	4/4	1	1	0	grace4	1/4	1	59				
20	20	78	78	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	60				
20	20	76	76	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	61				
20	20	78	78	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	62				
21	21	80	80	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	63				
21	21	82	82	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	64				
21	21	80	80	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	65				
21	21	82	82	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	66				
22	22	84	84	0.0	0	0	FiguredBass	4/4	1	1	0					1	7		
22	22	84	84	4.0	0	0	Chord	4/4	1	1	1		1	1	67				
22	22	84	84	0.0	0	0	FiguredBass	4/4	2	1	0					1/2	7		
22	22	84	84	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	68				1
22	22	86	86	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	69				
23	23	88	88	4.0	0	0	Chord	4/4	1	1	1		1	1	70				
23	23	88	88	4.0	0	0	Chord	4/4	2	1	1		1	1	71				
24	24	94	94	0.0	1/2	1/2	FiguredBass	4/4	1	1	0					1/2	6		
24	24	94	94	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	72				
24	24	94	94	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	73				
25	25	96	96	0.0	0	0	FiguredBass	4/4	1	1	0					1/2	6	5	
25	25	96	96	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	74				
25	25	98	98	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	75				
25	25	96	96	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	76				
25	25	98	98	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	77				
26	26	100	100	0.0	0	0	FiguredBass	4/4	1	1	0					1/2	6	5	
26	26	100	100	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	78				
26	26	102	102	0.0	1/2	1/2	FiguredBass	4/4	1	1	0					1/2	8		
26	26	102	102	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	79				
26	26	100	100	0.0	0	0	FiguredBass	4/4	2	1	0					1/2	7		
26	26	100	100	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	80				
26	26	102	102	0.0	1/2	1/2	FiguredBass	4/4	2	1	0					1/2	7		
26	26	102	102	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	81				
27	27	104	104	0.0	0	0	FiguredBass	4/4	1	1	0					1	8	3	
27	27	104	104	4.0	0	0	Chord	4/4	1	1	1		1	1	82				
27	27	104	104	4.0	0	0	Chord	4/4	2	1	1		1	1	83				
