mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	slur
6	6	22	22	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	19				1
6	6	23	23	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	20				
7	7	24	24	0.0	0	0	FiguredBass	4/4	1	1	0					1/2		_	
7	7	24	24	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	21				
7	7	26	26	0.0	1/2	1/2	FiguredBass	4/4	1	1	0					1/2		6	
7	7	26	26	0.0	1/2	1/2	FiguredBass	4/4	1	1	0					1/2	_		
7	7	26	26	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	22				
7	7	24	24	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	23				
7	7	26	26	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	24				
8	8	28	28	0.0	0	0	FiguredBass	4/4	1	1	0					1	4	8__	
8	8	28	28	4.0	0	0	Chord	4/4	1	1	1		1	1	25				
8	8	28	28	0.0	0	0	FiguredBass	4/4	2	1	0					1	3__		
8	8	28	28	4.0	0	0	Chord	4/4	2	1	1		1	1	26				
8	8	32	32	0.0	1	1	FiguredBass	4/4	2	1	0					1	3__		
8	8	36	36	0.0	2	2	FiguredBass	4/4	2	1	0					1	_	_	
8	8	40	40	0.0	3	3	FiguredBass	4/4	2	1	0					1	7		
9	9	32	32	0.0	0	0	FiguredBass	4/4	1	1	0					1	8	3	
9	9	32	32	4.0	0	0	Chord	4/4	1	1	1		1	1	27				
9	9	32	32	4.0	0	0	Chord	4/4	2	1	1		1	1	28				
10	10	38	38	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	29				
10	10	38	38	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	30				2
10	10	39	39	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	31				
11	11	40	40	0.0	0	0	FiguredBass	4/4	1	1	0					1/2	6		
11	11	40	40	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	32				
11	11	42	42	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	33				
11	11	40	40	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	34				
11	11	42	42	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	35				
12	12	44	44	0.0	0	0	FiguredBass	4/4	1	1	0					1/2	3		
12	12	44	44	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	36				
12	12	46	46	0.0	1/2	1/2	FiguredBass	4/4	1	1	0					1/2	2		
12	12	46	46	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	37				
12	12	48	48	0.0	1	1	FiguredBass	4/4	1	1	0					1/2	2		
12	12	50	50	0.0	3/2	3/2	FiguredBass	4/4	1	1	0					1/2	7		
12	12	44	44	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	38				
12	12	46	46	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	39				
13	13	48	48	4.0	0	0	Chord	4/4	1	1	1		1	1	40				
13	13	48	48	4.0	0	0	Chord	4/4	2	1	1		1	1	41				
14	14	54	54	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	42				
14	14	54	54	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	43				
15	15	56	56	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	44				
15	15	58	58	0.0	1/2	1/2	FiguredBass	4/4	1	1	0					1/2	6		
15	15	58	58	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	45				
15	15	56	56	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	46				
15	15	58	58	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	47				
16	16	60	60	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	48				
16	16	62	62	0.0	1/2	1/2	FiguredBass	4/4	1	1	0					1/2	h3	8	
16	16	62	62	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	49				
16	16	60	60	0.0	0	0	FiguredBass	4/4	2	1	0					1/2	7		
16	16	60	60	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	50				
16	16	62	62	0.0	1/2	1/2	FiguredBass	4/4	2	1	0					1/2	7		
16	16	62	62	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	51				
17	17	64	64	4.0	0	0	Chord	4/4	1	1	1		1	1	52				
17	17	64	64	4.0	0	0	Chord	4/4	2	1	1		1	1	53				
18	18	70	70	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	54				
18	18	70	70	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	55				
19	19	72	72	0.0	0	0	FiguredBass	4/4	1	1	0					1/2	6		
19	19	72	72	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	56				
19	19	74	74	0.0	1/2	1/2	FiguredBass	4/4	1	1	0						5		
19	19	74	74	0.0	1/2	1/2	FiguredBass	4/4	1	1	0						5		
19	19	74	74	0.0	1/2	1/2	Chord	4/4	1	1	0	grace4	1/4	1	57				
19	19	74	74	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	58				
19	19	72	72	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	59				
19	19	74	74	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	60				
20	20	76	76	0.0	0	0	FiguredBass	4/4	1	1	0					1/2	6		
20	20	76	76	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	61				
20	20	78	78	0.0	1/2	1/2	FiguredBass	4/4	1	1	0					1/2	6		
20	20	78	78	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	62				
20	20	76	76	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	63				
20	20	78	78	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	64				
21	21	80	80	4.0	0	0	Chord	4/4	1	1	1		1	1	65				
21	21	80	80	4.0	0	0	Chord	4/4	2	1	1		1	1	66				
22	22	86	86	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	67				
22	22	86	86	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	68				
23	23	88	88	0.0	0	0	FiguredBass	4/4	1	1	0					1/2	6		
23	23	88	88	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	69				
23	23	90	90	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	70				
23	23	88	88	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	71				3
23	23	89	89	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	72				
23	23	90	90	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	73				
24	24	92	92	0.0	0	0	FiguredBass	4/4	1	1	0					1/2	4	8__	
24	24	92	92	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	74				
24	24	94	94	0.0	1/2	1/2	FiguredBass	4/4	1	1	0					1/2	3__		
24	24	94	94	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	75				
24	24	92	92	0.0	0	0	FiguredBass	4/4	2	1	0					1	3__		
24	24	92	92	4.0	0	0	Chord	4/4	2	1	1		1	1	76				
24	24	96	96	0.0	1	1	FiguredBass	4/4	2	1	0					1	_	_	
24	24	100	100	0.0	2	2	FiguredBass	4/4	2	1	0					1	7		
25	25	96	96	0.0	0	0	FiguredBass	4/4	1	1	0					1	8	3	
25	25	96	96	4.0	0	0	Chord	4/4	1	1	1		1	1	77				
25	25	96	96	4.0	0	0	Chord	4/4	2	1	1		1	1	78				
