mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	thoroughbass_level_3	slur
7	7	24	24	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	18					
7	7	26	26	0.0	1/2	1/2	FiguredBass	4/4	1	1	0					1/2	4	2		
7	7	26	26	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	19					
7	7	28	28	0.0	1	1	FiguredBass	4/4	1	1	0					1/2	6			
7	7	24	24	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	20					
7	7	26	26	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	21					
8	8	28	28	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	22					
8	8	29	29	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	23					
8	8	30	30	0.0	1/2	1/2	FiguredBass	4/4	1	1	0					1/2	3	5		
8	8	30	30	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	24					
8	8	28	28	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	25					
8	8	30	30	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	26					
9	9	32	32	0.0	0	0	FiguredBass	4/4	1	1	0					1	4	2__		
9	9	32	32	4.0	0	0	Chord	4/4	1	1	1		1	1	27					
9	9	32	32	0.0	0	0	FiguredBass	4/4	2	1	0					1/2	3__			
9	9	32	32	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	28					
9	9	34	34	0.0	1/2	1/2	FiguredBass	4/4	2	1	0					1/2	3__			
9	9	34	34	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	29					
9	9	36	36	0.0	1	1	FiguredBass	4/4	2	1	0					1/2	_	_		
9	9	38	38	0.0	3/2	3/2	FiguredBass	4/4	2	1	0					1/2		_		
9	9	40	40	0.0	2	2	FiguredBass	4/4	2	1	0					1/2		5		
9	9	42	42	0.0	5/2	5/2	FiguredBass	4/4	2	1	0					1/2	_			
9	9	44	44	0.0	3	3	FiguredBass	4/4	2	1	0					1/2	6__	3__		
10	10	36	36	4.0	0	0	Chord	4/4	1	1	1		1	1	30					
10	10	36	36	4.0	0	0	Chord	4/4	2	1	1		1	1	31					
11	11	42	42	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	32					
11	11	42	42	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	33					
12	12	44	44	0.0	0	0	FiguredBass	4/4	1	1	0					1/2	5	4__		
12	12	44	44	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	34					
12	12	46	46	0.0	1/2	1/2	FiguredBass	4/4	1	1	0					1/2	6__			
12	12	46	46	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	35					
12	12	48	48	0.0	1	1	FiguredBass	4/4	1	1	0					1/2	6__			
12	12	50	50	0.0	3/2	3/2	FiguredBass	4/4	1	1	0					1/2	_	_		
12	12	52	52	0.0	2	2	FiguredBass	4/4	1	1	0					1/2	7	#		
12	12	44	44	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	36					
12	12	46	46	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	37					
13	13	48	48	0.0	0	0	FiguredBass	4/4	1	1	0					1	4			
13	13	48	48	4.0	0	0	Chord	4/4	1	1	1		1	1	38					
13	13	48	48	0.0	0	0	FiguredBass	4/4	2	1	0					1	3			
13	13	48	48	4.0	0	0	Chord	4/4	2	1	1		1	1	39					
13	13	52	52	0.0	1	1	FiguredBass	4/4	2	1	0					1	3			
14	14	54	54	0.0	1/2	1/2	FiguredBass	4/4	1	1	0					1/2	6			
14	14	54	54	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	40					
14	14	54	54	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	41					
15	15	56	56	0.0	0	0	FiguredBass	4/4	1	1	0					1/2	#			
15	15	56	56	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	42					
15	15	58	58	0.0	1/2	1/2	Chord	4/4	1	1	0	grace4	1/4	1	43					
15	15	58	58	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	44					
15	15	56	56	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	45					
15	15	58	58	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	46					0
15	15	59	59	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	47					
16	16	60	60	0.0	0	0	FiguredBass	4/4	1	1	0					1	6			
16	16	60	60	4.0	0	0	Chord	4/4	1	1	1		1	1	48					
16	16	60	60	4.0	0	0	Chord	4/4	2	1	1		1	1	49					
17	17	66	66	0.0	1/2	1/2	FiguredBass	4/4	1	1	0					1/2	3	1		
17	17	66	66	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	50					
17	17	66	66	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	51					
18	18	68	68	0.0	0	0	FiguredBass	4/4	1	1	0					1/2	2	7	4	
18	18	68	68	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	52					
18	18	70	70	0.0	1/2	1/2	FiguredBass	4/4	1	1	0					1/2	4	2		
18	18	70	70	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	53					
18	18	68	68	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	54					
18	18	70	70	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	55					
19	19	72	72	0.0	0	0	FiguredBass	4/4	1	1	0					1/2	6			
19	19	72	72	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	56					
19	19	74	74	0.0	1/2	1/2	FiguredBass	4/4	1	1	0					1/2	6	4		
19	19	74	74	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	57					
19	19	72	72	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	58					
19	19	74	74	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	59					
20	20	76	76	0.0	0	0	FiguredBass	4/4	1	1	0					1	6	5		
20	20	76	76	4.0	0	0	Chord	4/4	1	1	1		1	1	60					
20	20	76	76	0.0	0	0	FiguredBass	4/4	2	1	0					1/2	#			
20	20	76	76	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	61					
20	20	78	78	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	62					
21	21	80	80	4.0	0	0	Chord	4/4	1	1	1		1	1	63					
21	21	80	80	4.0	0	0	Chord	4/4	2	1	1		1	1	64					
22	22	86	86	0.0	1/2	1/2	FiguredBass	4/4	1	1	0					1/2	6			
22	22	86	86	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	65					
22	22	86	86	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	66					
23	23	88	88	0.0	0	0	FiguredBass	4/4	1	1	0					1/2	6			
23	23	88	88	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	67					
23	23	90	90	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	68					
23	23	88	88	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	69					
23	23	90	90	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	70					
24	24	92	92	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	71					
24	24	94	94	0.0	1/2	1/2	FiguredBass	4/4	1	1	0					1/2	8			
24	24	94	94	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	72					
24	24	92	92	0.0	0	0	FiguredBass	4/4	2	1	0					1/2	h7			
24	24	92	92	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	73					
24	24	94	94	0.0	1/2	1/2	FiguredBass	4/4	2	1	0					1/2	h7			
24	24	94	94	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	74					
25	25	96	96	0.0	0	0	FiguredBass	4/4	1	1	0					1/2	5			
25	25	96	96	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	75					
25	25	98	98	0.0	1/2	1/2	FiguredBass	4/4	1	1	0					1/2	6			
25	25	98	98	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	76					
25	25	100	100	0.0	1	1	FiguredBass	4/4	1	1	0					1/2	6			
25	25	102	102	0.0	3/2	3/2	FiguredBass	4/4	1	1	0					1/2	6__			
25	25	96	96	0.0	0	0	FiguredBass	4/4	2	1	0					1/2	_			
25	25	96	96	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	77					
25	25	98	98	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	78					
25	25	99	99	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	79					
26	26	100	100	0.0	0	0	FiguredBass	4/4	1	1	0					1	4			
26	26	100	100	4.0	0	0	Chord	4/4	1	1	1		1	1	80					
26	26	100	100	0.0	0	0	FiguredBass	4/4	2	1	0					1	3			
26	26	100	100	4.0	0	0	Chord	4/4	2	1	1		1	1	81					
26	26	104	104	0.0	1	1	FiguredBass	4/4	2	1	0					1	3			
27	27	106	106	0.0	1/2	1/2	FiguredBass	4/4	1	1	0					1/2	6			
27	27	106	106	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	82					
27	27	104	104	0.0	0	0	FiguredBass	4/4	2	1	0					1/2	5			
27	27	106	106	0.0	1/2	1/2	FiguredBass	4/4	2	1	0					1/2	5			
27	27	106	106	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	83					
28	28	108	108	0.0	0	0	Chord	4/4	1	1	0	grace4	1/4	1	84					
28	28	108	108	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	85					
28	28	110	110	0.0	1/2	1/2	FiguredBass	4/4	1	1	0					1/2	5	3		
28	28	110	110	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	86					
28	28	108	108	0.0	0	0	FiguredBass	4/4	2	1	0					1/4	6			
28	28	108	108	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	87					1
28	28	109	109	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	88					
28	28	110	110	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	89					2
28	28	111	111	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	90					
29	29	112	112	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	91					
29	29	114	114	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	92					
29	29	112	112	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	93					
29	29	114	114	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	94					
30	30	116	116	0.0	0	0	FiguredBass	4/4	1	1	0					1	6	5		
30	30	116	116	4.0	0	0	Chord	4/4	1	1	1		1	1	95					
30	30	116	116	0.0	0	0	FiguredBass	4/4	2	1	0					1/2	7			
30	30	116	116	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	96					
30	30	118	118	0.0	1/2	1/2	FiguredBass	4/4	2	1	0					1/2	7			
30	30	118	118	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	97					
30	30	120	120	0.0	1	1	FiguredBass	4/4	2	1	0					1/2	8			
31	31	120	120	0.0	0	0	FiguredBass	4/4	1	1	0					1	8	3		
31	31	120	120	4.0	0	0	Chord	4/4	1	1	1		1	1	98					
31	31	120	120	4.0	0	0	Chord	4/4	2	1	1		1	1	99					
