mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	thoroughbass_level_3
4	4	12	12	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	29				
4	4	25/2	25/2	0.0	1/8	1/8	FiguredBass	4/4	2	1	0				1/8	5		
4	4	13	13	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	30				
4	4	14	14	0.0	1/2	1/2	FiguredBass	4/4	2	1	0				1/4	6	5	b
4	4	14	14	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	31				
4	4	15	15	0.0	3/4	3/4	FiguredBass	4/4	2	1	0				1/8	8	#	
4	4	15	15	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	32				
4	4	31/2	31/2	0.0	7/8	7/8	FiguredBass	4/4	2	1	0				1/8	7		
5	5	16	16	4.0	0	0	Chord	4/4	1	1	1	1	1	33				
5	5	16	16	4.0	0	0	Chord	4/4	2	1	1	1	1	34				
6	6	20	20	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	35				
6	6	21	21	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	36				
6	6	22	22	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	37				
6	6	23	23	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	38				
6	6	47/2	47/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	39				
6	6	20	20	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	40				
6	6	21	21	0.0	1/4	1/4	FiguredBass	4/4	2	1	0				1/4	6		
6	6	21	21	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	41				
6	6	22	22	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	42				
6	6	23	23	0.0	3/4	3/4	FiguredBass	4/4	2	1	0				1/8	6		
6	6	23	23	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	43				
6	6	47/2	47/2	0.0	7/8	7/8	FiguredBass	4/4	2	1	0				1/8	6\		
6	6	47/2	47/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	44				
7	7	24	24	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	45				
7	7	25	25	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	46				
7	7	26	26	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	47				
7	7	27	27	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	48				
7	7	28	28	1.0	1	1	Chord	4/4	1	1	1/4	1/4	1	49				
7	7	29	29	1.0	5/4	5/4	Chord	4/4	1	1	1/4	1/4	1	50				
7	7	24	24	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	51				
7	7	25	25	0.0	1/4	1/4	FiguredBass	4/4	2	1	0				1/4	6		
7	7	25	25	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	52				
7	7	26	26	0.0	1/2	1/2	FiguredBass	4/4	2	1	0				1/4	#		
7	7	26	26	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	53				
7	7	27	27	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	54				
7	7	28	28	0.0	1	1	FiguredBass	4/4	2	1	0				1/4	6		
7	7	28	28	1.0	1	1	Chord	4/4	2	1	1/4	1/4	1	55				
7	7	29	29	0.0	5/4	5/4	FiguredBass	4/4	2	1	0				1/4	6\		
7	7	29	29	1.0	5/4	5/4	Chord	4/4	2	1	1/4	1/4	1	56				
8	8	30	30	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	57				
8	8	31	31	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	58				
8	8	63/2	63/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	59				
8	8	32	32	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	60				
8	8	33	33	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	61				
8	8	30	30	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	62				
8	8	31	31	0.0	1/4	1/4	FiguredBass	4/4	2	1	0				1/8	6		
8	8	31	31	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	63				
8	8	63/2	63/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	64				
8	8	32	32	0.0	1/2	1/2	FiguredBass	4/4	2	1	0				1/4	6	4	
8	8	32	32	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	65				
8	8	33	33	0.0	3/4	3/4	FiguredBass	4/4	2	1	0				1/8	8	5h	#
8	8	33	33	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	66				
8	8	67/2	67/2	0.0	7/8	7/8	FiguredBass	4/4	2	1	0				1/8	7		
9	9	34	34	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	67				
9	9	35	35	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	68				
9	9	36	36	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	69				
9	9	37	37	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	70				
9	9	34	34	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	71				
9	9	35	35	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	72				
9	9	36	36	0.0	1/2	1/2	FiguredBass	4/4	2	1	0				1/4	6		
9	9	36	36	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	73				
9	9	37	37	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	74				
10	10	38	38	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	75				
10	10	39	39	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	76				
10	10	40	40	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	77				
10	10	41	41	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	78				
10	10	38	38	0.0	0	0	FiguredBass	4/4	2	1	0				1/8	6		
10	10	38	38	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	79				
10	10	77/2	77/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	80				
10	10	39	39	0.0	1/4	1/4	FiguredBass	4/4	2	1	0				1/8	8		
10	10	39	39	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	81				
10	10	79/2	79/2	0.0	3/8	3/8	FiguredBass	4/4	2	1	0				1/8	7		
10	10	40	40	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	82				
10	10	41	41	0.0	3/4	3/4	FiguredBass	4/4	2	1	0				1/8	8	#	
10	10	41	41	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	83				
10	10	83/2	83/2	0.0	7/8	7/8	FiguredBass	4/4	2	1	0				1/8	7		
11	11	42	42	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	84				
11	11	43	43	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	85				
11	11	87/2	87/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	86				
11	11	44	44	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	87				
11	11	45	45	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	88				
11	11	42	42	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	89				
11	11	43	43	0.0	1/4	1/4	FiguredBass	4/4	2	1	0				1/8	6		
11	11	43	43	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	90				
11	11	87/2	87/2	0.0	3/8	3/8	FiguredBass	4/4	2	1	0				1/8	5		
11	11	44	44	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	91				
11	11	45	45	0.0	3/4	3/4	FiguredBass	4/4	2	1	0				1/8	8	#	
11	11	45	45	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	92				
11	11	91/2	91/2	0.0	7/8	7/8	FiguredBass	4/4	2	1	0				1/8	7		
12	12	46	46	4.0	0	0	Chord	4/4	1	1	1	1	1	93				
12	12	46	46	4.0	0	0	Chord	4/4	2	1	1	1	1	94				
